date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,wdsp,ind,hm,ind,ddhm,ind,hg
16/06/2012,0,13.8,0,8.9, , ,0,1,997.5,10.1,0,17,0,300,0,24
17/06/2012,0,16.2,0,5.7, , ,0,0.7,1009.5,3.4,0,9,0,190,0,14
18/06/2012,0,15.1,0,6.8, , ,0,2.3,1009.2,4.4,0,11,0,170,0,19
19/06/2012,0,17.2,0,5.3, , ,0,0.2,1011,3.8,0,9,0,190,0,13
20/06/2012,0,17.6,0,10, , ,0,12.2,1008.2,4.8,0,11,0,130,0,17
21/06/2012,0,14.1,0,10.1, , ,0,20.5,1000.2,5.3,0,10,0,310,0,15
22/06/2012,0,15.6,0,10.9, , ,0,3.3,1003.3,11.8,0,19,0,270,0,29
23/06/2012,0,14.8,0,11.5, , ,0,4.6,1007.1,9,0,17,0,220,0,26
24/06/2012,0,18.6,0,10.4, , ,0,0.9,1008.8,6.3,0,14,0,240,0,19
25/06/2012,0,19.8,0,9.5, , ,0,0,1011.8,4.7,0,9,0,80,0,15
26/06/2012,0,18,0,12.8, , ,0,7.5,1009.7,7.2,0,14,0,220,0,21
27/06/2012,0,22.2,0,15.1, , ,0,9.8,1005.8,5.5,0,9,0,200,0,13
28/06/2012,0,17.9,0,12.1,0,13.3,0,20,993.9,6.7,0,13,0,250,0,20
29/06/2012,0,16.1,0,11.9,0,8.9,0,2.9,989.8,9.9,0,18,0,220,0,26
30/06/2012,0,14.6,0,10.4,0,10.2,0,4.1,999.1,8.5,0,17,0,260,0,26
01/07/2012,0,14.5,0,9.6,0,7.9,0,4.8,1003.4,6.8,0,10,0,220,0,16
02/07/2012,0,18.3,0,13.3,0,13,0,4.6,1001.7,6,0,12,0,230,0,18
03/07/2012,0,17.2,0,11.9,0,12.8,0,10,1000.2,5.7,0,11,0,250,0,16
04/07/2012,0,18.1,0,11.3,0,8.1,0,3.5,1000.3,4.1,0,10,0,120,0,15
05/07/2012,0,20,0,11.7,0,9.6,0,0,1004.5,3.7,0,8,0,340,0,12
06/07/2012,0,19.1,0,10.9, , ,0,1.5,1005,5.6,0,11,0,10,0,17
07/07/2012,0,19.1,0,12.8,0,14.4,0,1,1004.5,8.4,0,11,0,330,0,19
08/07/2012,0,15.4,0,10.5,0,12.6,0,0,1007.2,9.8,0,13,0,330,0,20
09/07/2012,0,16,0,10.3,0,9.7,0,0.8,1008.8,8.9,0,15,0,330,0,21
10/07/2012,0,17.7,0,10,0,9.5,0,1.2,1009.2,8.4,0,16,0,290,0,23
11/07/2012,0,16.5,0,8.1,0,8.1,0,0.1,1008.8,7.1,0,14,0,300,0,20
12/07/2012,0,14.8,0,6.2, , ,0,1.2,1004,7.4,0,13,0,80,0,21
13/07/2012,0,18.1,0,9.9,0,10.7,0,1.4,999.5,7.3,0,12,0,330,0,17
14/07/2012,0,15.2,0,8.1,0,7.5,0,0,1005.3,7.8,0,14,0,310,0,19
15/07/2012,0,17.5,0,5.6, , ,0,1.5,1009.9,6.7,0,14,0,220,0,20
16/07/2012,0,17.4,0,12.6,0,12.5,0,11,1011.2,9.8,0,17,0,250,0,26
17/07/2012,0,17,0,13.2,0,13.4,0,4.1,1011.9,10,0,16,0,210,0,25
18/07/2012,0,17.2,0,11.5,0,11.8,0,7.4,1006.9,8.2,0,17,0,240,0,26
19/07/2012,0,16,0,8.7,0,5.8,0,0.1,1009.5,6,0,11,0,310,0,16
20/07/2012,0,18,0,9.3,0,9.2,0,0,1015,4.4,0,9,0,300,0,14
21/07/2012,0,19.1,0,8,0,4.8,0,0,1018,4.8,0,10,0,250,0,14
22/07/2012,0,20.5,0,13.5,0,10.4,0,9.2,1014.4,11.2,0,17,0,200,0,29
23/07/2012,0,17.5,0,13.9,0,16.2,0,26.1,1010.8,5.2,0,11,0,210,0,15
24/07/2012,0,18,0,12.9, , ,0,14.3,1013.1,3.6,0,10,0,330,0,15
25/07/2012,0,19.6,0,12.3,0,12.3,0,0,1015.8,4.1,0,8,0,0,0,12
26/07/2012,0,19.8,0,10.4,0,9,0,0,1015.2,5.5,0,11,0,220,0,17
27/07/2012,0,18.3,0,9.3, , ,0,0.2,1012.2,8,0,15,0,300,0,23
28/07/2012,0,17.5,0,9.2,0,5.6,0,0.2,1008.5,9,0,16,0,290,0,24
29/07/2012,0,16.7,0,7.4,0,3,0,0.9,1008.1,7.2,0,15,0,270,0,23
30/07/2012,0,18,0,6.9,0,3.2,0,0,1008,3.9,0,8,0,220,0,13
31/07/2012,0,16.9,0,11.1,0,9.1,0,10.2,999.5,7.9,0,14,0,160,0,23
01/08/2012,0,17,0,11.6,0,13.9,0,0.9,992.4,11,0,19,0,220,0,28
02/08/2012,0,18.5,0,10,0,6.3,0,0.5,997.9,7.3,0,14,0,180,0,22
03/08/2012,0,18.2,0,12.1,0,8.5,0,9.3,997.3,5.9,0,10,0,130,0,19
04/08/2012,0,19.6,0,12.8,0,11.2,0,6.9,1000.2,7.5,0,14,0,40,0,27
05/08/2012,0,15.5,0,11,0,10.2,0,0.2,1003.5,7.9,0,13,0,320,0,18
06/08/2012,0,17.2,0,8.2,0,5.5,0,0,1006.5,5.5,0,11,0,250,0,18
07/08/2012,0,19.2,0,12.1,0,12,0,0,1012.5,3.3,0,6,0,80,0,9
08/08/2012,0,21.9,0,14.1,0,13.8,0,0,1018.1,2.1,0,6,0,230,0,9
09/08/2012,0,24.2,0,15.5,0,15.4,0,0,1021.2,2.7,0,5,0,270,0,8
10/08/2012,0,25.4,0,13.5,0,10.5,0,0,1019.2,5.6,0,11,0,110,0,17
11/08/2012,0,20.9,0,14.1,0,12.6,0,1.3,1010.6,9.4,0,18,0,100,0,25
12/08/2012,0,21.3,0,14.7,0,12.3,0,11.3,1000.8,5.7,0,12,0,100,0,19
13/08/2012,0,19.8,0,13.8,0,14.6,0,15.7,996.1,6.5,0,12,0,210,0,19
14/08/2012,0,21.7,0,13.8,0,11.7,0,0.1,999.6,5.8,0,11,0,170,0,16
15/08/2012,0,19,0,13.7,0,12.5,0,11.9,988.9,13.5,0,20,0,120,0,34
16/08/2012,0,19.9,0,12.7,0,10.6,0,6.5,992.4,8.6,0,15,0,180,0,24
17/08/2012,0,21.4,0,13.9,0,14.4,0,1.3,998.1,4.4,0,9,0,120,0,14
18/08/2012,0,21.7,0,11.6,0,7.6,0,0,1004.2,7.2,0,14,0,170,0,22
19/08/2012,0,20,0,13.8,0,10.9,0,1.8,1007.5,7,0,15,0,180,0,26
20/08/2012,0,19.5,0,12.1,0,12.6,0,3.2,1010.2,7.4,0,13,0,210,0,19
21/08/2012,0,17.8,0,11.8,0,9,0,7.8,1009.1,8.5,0,16,0,240,0,25
22/08/2012,0,17.5,0,12.9,0,11.6,0,4.6,1009.7,9.3,0,17,0,230,0,27
23/08/2012,0,17.5,0,12.6,0,12,0,8.4,1004.7,6.4,0,14,0,210,0,20
24/08/2012,0,15.8,0,12,0,12,0,8.5,996.1,8.9,0,15,0,70,0,25
25/08/2012,0,18.4,0,9.5,0,11.1,0,0.6,1002.2,7.8,0,15,0,310,0,21
26/08/2012,0,17.2,0,5.9,0,3.4,0,3.4,1004.3,6.3,0,15,0,140,0,23
27/08/2012,0,18.7,0,12.2,0,13.7,0,1.8,996.7,10.4,0,16,0,230,0,25
28/08/2012,0,18.2,0,10.7,0,10,0,1.5,999.4,9.2,0,15,0,130,0,24
29/08/2012,0,17,0,11.7,0,9.9,0,5.4,1000.8,9.7,0,18,0,320,0,24
30/08/2012,0,17.1,0,7.5,0,5.8,0,0,1017.2,8.1,0,16,0,310,0,23
31/08/2012,0,16.5,0,8.4,0,5.4,0,1.3,1024.2,8.2,0,15,0,230,0,23
01/09/2012,0,16.9,0,14,0,12.4,0,4.5,1018.3,11.7,0,21,0,220,0,34
02/09/2012,0,17.8,0,12.9,0,14,0,0.2,1019.2,5.1,0,10,0,240,0,15
03/09/2012,0,20.1,0,9.7,0,6.8,0,3.4,1019.7,8.3,0,15,0,220,0,22
04/09/2012,0,18.6,0,6.7,0,8.5,0,0.1,1022.1,5.4,0,13,0,320,0,19
05/09/2012,0,18.9,0,4.9,0,3,0,0.1,1025.9,2.5,0,7,0,330,0,13
06/09/2012,0,17,0,6.2,0,3.6,0,0.1,1022,9.3,0,16,0,220,0,26
07/09/2012,0,17.9,0,14.4,0,14,0,0.4,1019,6.9,0,12,0,230,0,18
08/09/2012,0,17.6,0,9.4,0,13,0,0,1011.3,3.7,0,9,0,190,0,15
09/09/2012,0,18.9,0,10.8,0,5.2,0,4.7,1000.1,8.3,0,14,0,230,0,23
10/09/2012,0,14.7,0,8.5,0,10.8,0,8,1001.2,4.2,0,10,0,330,0,15
11/09/2012,0,14.5,0,6.2,0,2.4,0,1.4,1008.1,7.5,0,14,0,280,0,24
12/09/2012,0,16.3,0,5.9,0,9.5,0,3.7,1012.2,7.1,0,14,0,320,0,22
13/09/2012,0,15.5,0,6.3,0,2.3,0,4.3,1011.6,11.8,0,20,0,230,0,32
14/09/2012,0,17.5,0,12.1,0,9.7,0,0,1010.4,9.7,0,20,0,280,0,26
15/09/2012,0,15.5,0,12.8,0,9.5,0,0.2,1010.2,8.5,0,15,0,230,0,24
16/09/2012,0,16.3,0,10.9,0,11.9,0,15.1,1004.1,8.4,0,16,0,240,0,24
17/09/2012,0,15.5,0,8,0,6.5,0,3.2,1004.2,9.2,0,18,0,240,0,30
18/09/2012,0,15.1,0,5.7,0,1.1,0,1,1012,7.4,0,17,0,290,0,26
19/09/2012,0,13.8,0,4.5,0,0.1,0,5.8,1016.2,4.5,0,13,0,250,0,19
20/09/2012,0,14.4,0,9.8,0,7.7,0,8.5,1012.1,6.3,0,11,0,220,0,20
21/09/2012,0,14.2,0,4.9,0,6.4,0,8.8,1013.8,5.4,0,11,0,70,0,16
22/09/2012,0,15,0,2.5,0,-0.3,0,0,1013.1,4.8,0,9,0,140,0,15
23/09/2012,0,15.6,0,5,0,1.9,0,0.1,1002.5,5.6,0,10,0,100,0,17
24/09/2012,0,11.2,0,7.8,0,7.3,0,2.4,990.2,6,0,11,0,300,0,17
25/09/2012,0,12.1,0,8.1,0,7.9,0,5.8,986,10.8,0,17,0,330,0,28
26/09/2012,0,15.5,0,8.6,0,9.1,0,0,996.5,12.2,0,17,0,320,0,29
27/09/2012,0,14.6,0,8,0,6.6,0,3.4,1004.4,6.7,0,13,0,230,0,21
28/09/2012,0,15.6,0,7.4,0,6.7,0,0.1,1007.1,8.4,0,14,0,260,0,23
29/09/2012,0,14.6,0,7,0,2.9,0,4.3,1011.5,9,0,16,0,210,0,23
30/09/2012,0,15.3,0,10.6,0,11,0,11.8,1004.9,12.2,0,18,0,220,0,29
01/10/2012,0,13.5,0,8.8,0,6.7,0,15.6,1000.9,9.4,0,18,0,240,0,31
02/10/2012,0,13.4,0,7.5,0,7.6,0,11.4,994.9,8.8,0,18,0,190,0,30
03/10/2012,0,13.2,0,2.8,0,4.9,0,10,996.3,7.1,0,16,0,240,0,28
04/10/2012,0,13.3,0,1.1,0,-0.5,0,2,998.5,5.6,0,15,0,240,0,24
05/10/2012,0,13.1,0,1.7,0,0.7,0,1.9,1001.2,4.5,0,12,0,250,0,18
06/10/2012,0,15.2,0,0,0,-1,0,0,1010.8,2.8,0,8,0,300,0,11
07/10/2012,0,11.8,0,1.5,0,-0.4,0,0.4,1014.4,6,0,11,0,70,0,17
08/10/2012,0,13.4,0,5.5,0,8.2,0,0.8,1010.6,7.9,0,12,0,60,0,18
09/10/2012,0,13.8,0,4.2,0,2,0,0,1011.3,5.8,0,8,0,60,0,12
10/10/2012,0,14.6,0,7,0,6.1,0,0.3,1004,5.5,0,9,0,140,0,14
11/10/2012,0,14.1,0,2,0,9.4,0,12.6,998.8,7.9,0,16,0,300,0,24
12/10/2012,0,11.4,0,0.5,0,-4.1,0,1.4,1000.7,3.6,0,16,0,200,0,23
13/10/2012,0,12.8,0,-0.1,0,-4.4,0,2.4,1000.5,3.2,0,11,0,250,0,21
14/10/2012,0,11.6,0,-0.3,0,-3.6,0,0.5,999.7,4.4,0,12,0,270,0,20
15/10/2012,0,10.7,0,0.4,0,-1.6,0,7.8,989.7,6,0,20,0,200,0,31
16/10/2012,0,12.8,0,3.8,0,1.3,0,1.6,989.2,7.7,0,16,0,280,0,24
17/10/2012,0,12.7,0,7.2,0,5.9,0,19.9,980.7,7.8,0,20,0,50,0,28
18/10/2012,0,11.8,0,8.6,0,6.2,0,9.3,988.1,8.4,0,12,0,340,0,20
19/10/2012,0,12,0,7.8,0,7.7,0,0,1001.2,5.3,0,10,0,340,0,15
20/10/2012,0,14.9,0,5.9,0,1.7,0,0,1006.2,4.4,0,11,0,180,0,16
21/10/2012,0,15.3,0,7.1,0,3.9,0,0.1,1011.3,6.9,0,11,0,90,0,17
22/10/2012,0,13.3,0,4.8,0,1,0,0.2,1016.8,5.2,0,10,0,90,0,14
23/10/2012,0,12.6,0,8.9,0,7.5,0,0,1021.3,5.1,0,8,0,70,0,12
24/10/2012,0,12.5,0,9.8,0,7.4,0,0,1018.4,8,0,12,0,40,0,20
25/10/2012,0,11.6,0,8.7,0,9.5,0,0,1014.2,9.6,0,14,0,30,0,21
26/10/2012,0,8.8,0,0.4,0,2.2,0,0,1017.3,8.2,0,14,0,10,0,27
27/10/2012,0,9.6,0,-2.4,0,-7.8,0,0,1021.2,5.5,0,9,0,240,0,14
28/10/2012,0,9.6,0,2.6,0,-0.2,0,10.9,1008.6,9.5,0,16,0,220,0,29
29/10/2012,0,11.2,0,0.4,0,-2.7,0,0.1,1004.7,4.9,0,12,0,340,0,19
30/10/2012,0,9.9,0,1.3,0,-3.7,0,3.5,995,9.4,0,16,0,240,0,25
31/10/2012,0,9,0,-0.5,0,4.7,0,15,977.2,5.3,0,14,0,210,0,21
01/11/2012,0,7.1,0,-1.5,0,-6.3,0,3.8,974.8,7.1,0,17,0,240,0,29
02/11/2012,0,9.9,0,2.9,0,0.4,0,6.2,981.7,7.8,0,21,0,290,0,29
03/11/2012,0,7,0,1.1,0,-1.5,0,9.1,983.1,9.8,0,16,0,190,0,26
04/11/2012,0,8.2,0,3.3,0,1.6,0,1.6,988.2,6.7,0,12,0,180,0,20
05/11/2012,0,10.7,0,0.4,0,-1.7,0,1.4,1007.2,5.6,0,13,0,340,0,18
06/11/2012,0,12.2,0,4.2,0,-1.6,0,0,1018.8,7.6,0,12,0,260,0,19
07/11/2012,0,11.3,0,8.6,0,5,0,1.8,1017.8,10.7,0,16,0,230,0,26
08/11/2012,0,11.2,0,5.9,0,-0.1,0,2.3,1010.1,7.6,0,14,0,210,0,23
09/11/2012,0,10.9,0,3.9,0,4.1,0,7.7,997.7,7.7,0,15,0,230,0,24
10/11/2012,0,8.5,0,2.4,0,-0.1,0,1.7,994.4,6.4,0,12,0,260,0,19
11/11/2012,0,9.4,0,0.8,0,-3.8,0,4.1,1005,5.1,0,10,0,140,0,14
12/11/2012,0,12.4,0,7.1,0,-0.1,0,7.2,1006.7,10.3,0,16,0,230,0,25
13/11/2012,0,13.2,0,9,0,11.1,0,12.2,1010.1,8.2,0,15,0,180,0,25
14/11/2012,0,9.8,0,8.3,0,7.2,0,6.5,1016.2,2.9,0,7,0,0,0,10
15/11/2012,0,10.8,0,3.7,0,8.3,0,0.6,1015,3.9,0,9,0,220,0,14
16/11/2012,0,8.1,0,5.6,0,-1.6,0,1.6,1007.5,4.2,0,8,0,200,0,12
17/11/2012,0,8.7,0,0.7,0,-4,0,3.8,1004.4,5.2,0,14,0,230,0,21
18/11/2012,0,11.7,0,-0.2,0,-5,0,8.3,997.7,8.2,0,17,0,160,0,32
19/11/2012,0,11.9,0,9,0,1.5,0,5.4,988.9,12.1,0,20,0,230,0,34
20/11/2012,0,11.5,0,4.7,0,5.4,0,27.5,991.7,10,0,25,0,200,0,41
21/11/2012,0,10.6,0,2.7,0,-2.9,0,2.1,995.2,7.6,0,15,0,190,0,22
22/11/2012,0,10.3,0,5.6,0,1.3,0,11.5,990.5,9.4,0,16,0,190,0,31
23/11/2012,0,6.9,0,0,0,-1.2,0,3.9,1001.6,5.1,0,14,0,250,0,26
24/11/2012,0,3.5,0,-2.5,0,-6.5,0,0,1003.7,3.1,0,6,0,290,0,8
25/11/2012,0,3.7,0,-3.5,0,-6.5,0,0,996.7,5.4,0,10,0,320,0,15
26/11/2012,0,8,0,1.5,0,-1.8,0,0.3,1005.4,10.6,0,17,0,320,0,25
27/11/2012,0,6.8,0,-0.5,0,-0.9,0,0,1014.5,7.9,0,14,0,350,0,21
28/11/2012,0,7.1,0,-2.5,0,-5.8,0,0,1018.2,4.8,0,9,0,300,0,12
29/11/2012,0,3.9,0,-2.9,0,-6.6,0,0.2,1011.9,2.1,0,5,0,70,0,7
30/11/2012,0,6.5,0,1.3,0,-1.2,0,1,1008.1,4.8,0,10,0,40,0,13
01/12/2012,0,7.3,0,1.4,0,-1.8,0,0.1,1014.4,3.1,0,6,0,310,0,9
02/12/2012,0,10.4,0,3.2,0,-1.3,0,10.2,1008.2,6.5,0,14,0,230,0,20
03/12/2012,0,8.7,0,2.5,0,-1.3,0,2,1003,7.3,0,14,0,250,0,25
04/12/2012,0,7.4,0,1,0,-0.2,0,2.5,1001.3,7.9,0,15,0,290,0,22
05/12/2012,0,6.4,0,-1.7,0,-4.6,0,0,1008.7,4.4,0,12,0,310,0,18
06/12/2012,0,7.7,0,0.5,0,-7.2,0,13.5,1004,10.4,0,20,0,280,0,31
07/12/2012,0,8.5,0,-1.4,0,-0.8,0,0.1,1010.1,7.8,0,21,0,300,0,33
08/12/2012,0,8.6,0,-2.6,0,-6.7,0,0.6,1021.8,4.9,0,12,0,240,0,18
09/12/2012,0,9,0,0.2,0,1.1,0,0.3,1019.5,5.6,0,10,0,250,0,16
10/12/2012,0,3.1,0,-3.2,0,-8,0,0,1022.1,4.4,0,8,0,60,0,12
11/12/2012,0,2.7,0,-1.1,0,-6.7,0,0,1019.8,8.1,0,11,0,100,0,16
12/12/2012,0,6,0,1.4,0,-1.8,0,1.8,1007.7,8,0,10,0,80,0,15
13/12/2012,0,6.1,0,0.3,0,-1.5,0,0,990.1,9.9,0,18,0,100,0,26
14/12/2012,0,8,0,4.4,0,-1.2,0,10.5,973.6,8,0,16,0,120,0,26
15/12/2012,0,8.9,0,4.9,0,0.3,0,0.8,978.8,7,0,10,0,200,0,16
16/12/2012,0,9,0,4.9,0,2.6,0,3.4,984.6,8.4,0,14,0,190,0,21
17/12/2012,0,8.4,0,2.4,0,3.2,0,2.9,996.7,8.2,0,18,0,240,0,30
18/12/2012,0,7.5,0,0.2,0,-3.2,0,0.2,1005.8,6.6,0,17,0,100,0,25
19/12/2012,0,9.9,0,4.7,0,1,0,3.2,998.2,7.1,0,19,0,120,0,34
20/12/2012,0,6.7,0,4.1,0,0.8,0,2.1,995.5,3.3,0,8,0,100,0,11
21/12/2012,0,7.8,0,3.5,0,-0.9,0,3.8,998.8,4.9,0,11,0,110,0,18
22/12/2012,0,13.3,0,7.8,0,0.9,0,24.7,986.7,10.6,0,24,0,200,0,47
23/12/2012,0,11.4,0,4.4,0,5.3,0,0.9,987.1,11.9,0,33,0,230,0,50
24/12/2012,0,8.9,0,4.6,0,-1.9,0,1.5,987.6,5.3,0,10,0,180,0,17
25/12/2012,0,8.4,0,2.7,0,-1.5,0,3.4,988.8,5.7,0,14,0,270,0,23
26/12/2012,0,8.8,0,4.9,0,-1.7,0,13.7,992.4,10.1,0,23,0,240,0,38
27/12/2012,0,8.5,0,3.5,0,1.2,0,13.5,998.3,6.1,0,12,0,150,0,19
28/12/2012,0,12.7,0,7.2,0,1.6,0,3.3,993.9,15.1,0,23,0,210,0,38
29/12/2012,0,10.1,0,2.4,0,3.6,0,7.3,988.7,10.1,0,23,0,240,0,39
30/12/2012,0,11.2,0,2.4,0,-0.4,0,9.9,993.6,16.1,0,23,0,210,0,37
31/12/2012,0,10.6,0,3.1,0,4.4,0,17,990.7,10.6,0,23,0,210,0,41
01/01/2013,0,8.3,0,1.4,0,-1.3,0,0.7,1005.1,6.6,0,14,0,270,0,20
02/01/2013,0,11.1,0,7.1,0,1.6,0,3.1,1016.8,11.2,0,18,0,230,0,25
03/01/2013,0,11.3,0,10.4,0,9.8,0,3.3,1024.8,9.2,0,14,0,220,0,22
04/01/2013,0,10.9,0,9.1,0,8.2,0,0,1026.4,7.5,0,14,0,170,0,22
05/01/2013,0,12,0,4.9,0,6.7,0,1.5,1022.8,7.7,0,15,0,230,0,24
06/01/2013,0,11.3,0,4.5,0,-0.3,0,12.1,1020.3,8.1,0,14,0,170,0,23
07/01/2013,0,12.3,0,9.9,0,8.8,0,16.4,1012.2,7.9,0,11,0,170,0,21
08/01/2013,0,12.1,0,-0.3,0,4.5,0,1.2,1014.3,5.5,0,17,0,230,0,24
09/01/2013,0,6.7,0,-2.2,0,-6,0,0,1015.3,3.5,0,9,0,100,0,13
10/01/2013,0,9,0,0.1,0,-5,0,0.2,1008.9,7.5,0,17,0,230,0,24
11/01/2013,0,8.9,0,-0.7,0,-5.9,0,0.1,1006.5,5.9,0,10,0,90,0,14
12/01/2013,0,7,0,0.5,0,0.8,0,0.1,1007.5,7.2,0,12,0,30,0,19
13/01/2013,0,6.8,0,-3.9,0,-7.9,0,0.6,1015.7,3,0,7,0,230,0,12
14/01/2013,0,7.4,0,1.9,0,-3.5,0,0.8,1012.8,8.4,0,13,0,290,0,18
15/01/2013,0,5.2,0,-2.3,0,-6.4,0,6.1,1005.7,4.3,0,10,0,100,0,15
16/01/2013,0,7.1,0,2.8,0,-4.6,0,2.1,1003.1,3.8,0,9,0,100,0,14
17/01/2013,0,8.9,0,4.8,0,3.8,0,7.4,997.1,6.2,0,13,0,130,0,24
18/01/2013,0,9.1,0,4.1,0,3.5,0,18.8,986.1,5.9,0,13,0,110,0,23
19/01/2013,0,5.8,0,-1.9,0,-6.4,0,0,991.3,4.3,0,9,0,80,0,13
20/01/2013,0,2.9,0,-1.3,0,-6,0,0,992.3,8.1,0,14,0,100,0,21
21/01/2013,0,4.2,0,-4,0,-0.3,0,0,989.5,4,0,8,0,100,0,12
22/01/2013,0,3.5,0,-4.9,0,-8.7,0,0,995.5,3.3,0,8,0,90,0,11
23/01/2013,0,3.3,0,-1.6,0,-3.3,0,0.3,1002.7,6.8,0,11,0,100,0,17
24/01/2013,0,6.5,0,-3.4,0,-9.2,0,0.1,1006.9,6.4,0,12,0,140,0,18
25/01/2013,0,8.9,0,3.4,0,-3.1,0,12.7,997.2,9.8,0,14,0,160,0,23
26/01/2013,0,11.5,0,1.8,0,-2.6,0,8.8,988.8,9.1,0,17,0,190,0,26
27/01/2013,0,7.3,0,2.5,0,0.5,0,10.3,984.5,14.1,0,27,0,220,0,45
28/01/2013,0,11,0,3.6,0,0.3,0,8.5,986.3,17.2,0,32,0,220,0,50
29/01/2013,0,12.9,0,5,0,4,0,5,985.9,11.3,0,24,0,210,0,37
30/01/2013,0,8.9,0,4.5,0,1.8,0,10.9,996.5,14,0,30,0,240,0,52
31/01/2013,0,9.8,0,5.3,0,1.4,0,1.1,997.7,16.8,0,29,0,230,0,45
01/02/2013,0,8.8,0,2.6,0,1.5,0,0.4,1003,10.3,0,25,0,310,0,34
02/02/2013,0,8.4,0,-0.3,0,-4.1,0,1.3,1015.8,5,0,9,0,190,0,13
03/02/2013,0,9.4,0,5.5,0,-1.6,0,3.6,1011.7,11.3,0,20,0,240,0,29
04/02/2013,0,8.7,0,0.9,0,4.2,0,2.8,1006.7,15.4,0,25,0,270,0,41
05/02/2013,0,8.2,0,0.4,0,-1.5,0,4.6,1002.6,13.4,0,22,0,300,0,44
06/02/2013,0,7.1,0,-2,0,-0.8,0,0.2,1015.5,7.7,0,16,0,330,0,24
07/02/2013,0,8.8,0,-3,0,-7.2,0,5.4,1018.5,8.3,0,24,0,300,0,35
08/02/2013,0,10.7,0,3.5,0,0.3,0,0,1020.8,5.7,0,10,0,280,0,16
09/02/2013,0,9.1,0,6.8,0,-0.2,0,5.5,1008.4,5.9,0,11,0,220,0,15
10/02/2013,0,8.1,0,4.7,0,3.3,0,2.8,992.2,7.3,0,15,0,300,0,22
11/02/2013,0,5.8,0,3.1,0,3.2,0,3,996.1,4.3,0,12,0,320,0,17
12/02/2013,0,7.5,0,1.6,0,-1.8,0,3.1,1006.7,4,0,10,0,140,0,15
13/02/2013,0,11,0,4.8,0,3.6,0,12.5,1003.1,11.6,0,20,0,210,0,30
14/02/2013,0,10.4,0,1.8,0,2.9,0,0.9,1007.3,7.3,0,16,0,270,0,24
15/02/2013,0,9.7,0,0.1,0,-3.8,0,0.3,1013.7,4.6,0,9,0,170,0,13
16/02/2013,0,11.2,0,7.6,0,4.9,0,0.1,1010.2,9.5,0,18,0,150,0,29
17/02/2013,0,11.4,0,5.1,0,7.3,0,0,1006.1,11.9,0,19,0,140,0,30
18/02/2013,0,9.6,0,2.7,0,-1.5,0,0,1008.8,9.1,0,18,0,110,0,25
19/02/2013,0,10.2,0,1.8,0,3.1,0,0,1010.9,7.8,0,13,0,100,0,19
20/02/2013,0,8.8,0,-0.9,0,-4.2,0,0,1011.6,8.4,0,14,0,130,0,21
21/02/2013,0,5.9,0,1.4,0,-0.2,0,0,1012.9,10.8,0,16,0,110,0,25
22/02/2013,0,2.6,0,-0.2,0,-2,0,0,1017.1,7.5,0,13,0,100,0,22
23/02/2013,0,2.6,0,-1,0,-0.6,0,0,1021.2,3.3,0,7,0,80,0,9
24/02/2013,0,6.3,0,-3.7,0,-9.6,0,0,1024.4,5.1,0,10,0,100,0,15
25/02/2013,0,7.4,0,-4.8,0,-10.8,0,0,1028.4,4.7,0,9,0,80,0,13
26/02/2013,0,7.2,0,-3.6,0,-8.6,0,0,1031.4,5,0,10,0,80,0,14
27/02/2013,0,5.3,0,3.1,0,-1.5,0,0,1032.9,3.7,0,7,0,40,0,12
28/02/2013,0,6.1,0,0.7,0,0.8,0,0,1030.2,5.5,0,10,0,40,0,15
01/03/2013,0,10.2,0,-1,0,-4.2,0,0,1027.6,4,0,8,0,50,0,13
02/03/2013,0,8.1,0,-2.3,0,-7.8,0,0,1024.2,3.4,0,7,0,70,0,10
03/03/2013,0,8.7,0,2,0,-4.5,0,0,1016.4,4.7,0,10,0,110,0,15
04/03/2013,0,5.6,0,2.6,0,-2.1,0,0,1006.2,5.9,0,10,0,110,0,15
05/03/2013,0,9.9,0,-0.6,0,-3,0,2,997.3,6.4,0,11,0,80,0,16
06/03/2013,0,9.7,0,5.1,0,3.3,0,8.3,991.9,10.4,0,13,0,80,0,19
07/03/2013,0,10,0,7.6,0,6.8,0,2.3,986.7,10.2,0,16,0,90,0,24
08/03/2013,0,14.3,0,7.6,0,7.7,0,0.5,986.8,10.1,0,14,0,80,0,22
09/03/2013,0,13.7,0,5,0,4.6,0,0.3,994.1,12.6,0,18,0,70,0,27
10/03/2013,0,5.3,0,0,0,3.5,0,0,1004.1,15.5,0,21,0,70,0,33
11/03/2013,0,3.2,0,-2.4,0,-4.4,0,0,1012.5,11.3,0,18,0,40,0,28
12/03/2013,0,6.3,0,-6.3,0,-8.5,0,0,1014.5,7.2,0,12,0,310,0,16
13/03/2013,0,10,0,-1.5,0,-5.9,0,0.4,1013.5,6.1,0,14,0,280,0,21
14/03/2013,0,9.8,0,-3.3,0,-8.4,0,1.7,1007.6,7.7,0,18,0,240,0,26
15/03/2013,0,7.7,0,-1,0,2.5,0,7.8,993.8,8.1,0,16,0,200,0,27
16/03/2013,0,8.4,0,-3.3,0,-7.4,0,0,988.3,4.8,0,13,0,320,0,18
17/03/2013,0,8.3,0,-3.5,0,-7.4,0,2.4,986.3,7.5,0,20,0,320,0,31
