date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,wdsp,ind,hm,ind,ddhm,ind,hg
17/12/2010,0,1.5,0,-2.7, , ,0,2.2,998,6.1,0,11,0,290,0,16
18/12/2010,0,-1.5,0,-7.8, , ,0,0.4,988,4.3,0,8,0,90,0,12
19/12/2010,0,-2,0,-8.9, , ,0,0,991.1,6.3,0,10,0,70,0,15
20/12/2010,0,-5.3,0,-13.8, , ,0,0.1,997.4,2.3,0,6,0,60,0,10
21/12/2010,0,-4.2,0,-13.6, , ,0,0,1001.9,2.4,0,6,0,50,0,9
22/12/2010,0,-5.7,0,-15.8, , ,0,0,1008.4,1.1,0,3,0,350,0,6
23/12/2010,0,-2.4,0,-13.6, , ,0,0.2,1015.8,0.9,0,4,0,350,0,5
24/12/2010,0,-4.7,0,-14.9, , ,0,0,1021.3,0.3,0,1,0,20,0,2
25/12/2010,0,-2.5,0,-14.5, , ,0,0,1022.3,2.1,0,7,0,80,0,9
26/12/2010,0,6.9,0,-3.8, , ,0,7.4,1009.4,11.6,0,16,0,150,0,28
27/12/2010,0,9.5,0,6.8, , ,0,9.4,996,8.1,0,15,0,150,0,27
28/12/2010,0,11.5,0,5.6, , ,0,0.2,999.5,6.4,0,11,0,180,0,17
29/12/2010,0,10.4,0,5.9, , ,0,6.6,1009.1,6.6,0,11,0,190,0,16
30/12/2010,0,8.8,0,6.7, , ,0,0,1017.4,5.9,0,10,0,80,0,14
31/12/2010,0,7.5,0,5, , ,0,0,1021.8,2.3,0,5,0,80,0,8
01/01/2011,0,7.9,0,1.6, , ,0,0.2,1024.5,3.5,0,7,0,300,0,11
02/01/2011,0,2.7,0,-0.1, , ,0,0,1025.6,3.5,0,7,0,20,0,13
03/01/2011,0,2.7,0,-3.8, , ,0,0,1018.5,2.6,0,5,0,50,0,7
04/01/2011,0,6.5,0,-1.5, , ,0,8.8,1003.3,8.3,0,18,0,210,0,27
05/01/2011,0,7.4,0,-2.8, , ,0,0.2,990.6,5.4,0,17,0,240,0,30
06/01/2011,0,4,0,-4.2, , ,0,0,993.6,3.4,0,9,0,10,0,15
07/01/2011,0,1.1,0,-4, , ,0,0,992.3,7.3,0,11,0,0,0,16
08/01/2011,0,5.7,0,-6.3, , ,0,1.4,993.9,6.8,0,19,0,240,0,31
09/01/2011,0,5.8,0,-4.7, , ,0,0,1002.8,4.1,0,7,0,200,0,15
10/01/2011,0,7.8,0,2.1, , ,0,6,994.7,5.9,0,15,0,320,0,20
11/01/2011,0,8,0,0.1, , ,0,15.2,1000.4,6.9,0,14,0,310,0,21
12/01/2011,0,11.3,0,7.9, , ,0,9.4,998.1,8.9,0,16,0,230,0,25
13/01/2011,0,11.2,0,8.4, , ,0,4.6,997.1,7.4,0,15,0,240,0,27
14/01/2011,0,10.1,0,6.1, , ,0,11.2,995.9,11.2,0,18,0,230,0,30
15/01/2011,0,12.1,0,8.6, , ,0,39.8,991.5,16.2,0,23,0,200,0,37
16/01/2011,0,10.9,0,3.9, , ,0,3.4,1000.9,11.6,0,18,0,210,0,28
17/01/2011,0,8.1,0,-3, , ,0,1,1015.1,2.8,0,11,0,260,0,19
18/01/2011,0,7.2,0,-4.1, , ,0,0,1025.4,2.3,0,6,0,240,0,8
19/01/2011,0,6.3,0,-4.2, , ,0,0,1030.4,3.2,0,6,0,150,0,9
20/01/2011,0,3.7,0,-3.6, , ,0,0,1033.4,4.1,0,7,0,90,0,9
21/01/2011,0,5.6,0,-4.9, , ,0,0,1036.7,2,0,4,0,340,0,5
22/01/2011,0,3.4,0,-4.5, , ,0,0,1037.9,2.9,0,6,0,50,0,9
23/01/2011,0,2.3,0,-2, , ,0,0,1036.9,1.5,0,4,0,330,0,6
24/01/2011,0,6.8,0,-0.2, , ,0,0.4,1031.4,3.6,0,7,0,250,0,11
25/01/2011,0,9.3,0,5.4, , ,0,1.4,1019.3,7.7,0,14,0,320,0,21
26/01/2011,0,8.2,0,1.3, , ,0,0,1013.8,7.5,0,11,0,340,0,19
27/01/2011,0,5.5,0,-0.6, , ,0,0,1018.8,6.2,0,10,0,80,0,15
28/01/2011,0,4.4,0,-4.1, , ,0,0,1021,2.8,0,6,0,320,0,11
29/01/2011,0,3.8,0,-0.6, , ,0,0,1020.8,3.3,0,6,0,80,0,9
30/01/2011,0,4.6,0,0.1, , ,0,0,1019.8,4.6,0,9,0,190,0,12
31/01/2011,0,9.7,0,-0.3, , ,0,7.8,1015.7,8.2,0,14,0,230,0,22
01/02/2011,0,9.7,0,6, , ,0,1.3,1015.4,9.5,0,17,0,230,0,26
02/02/2011,0,11.2,0,3.8, , ,0,5.8,1009.4,14.5,0,23,0,240,0,36
03/02/2011,0,10.1,0,2.2, , ,0,6.5,1006.4,14.8,0,31,0,220,0,46
04/02/2011,0,12,0,7.1, , ,0,13.9,999.3,22.8,0,31,0,220,0,48
05/02/2011,0,8.8,0,6.2, , ,0,15.9,1002.8,5.1,0,15,0,230,0,22
06/02/2011,0,9.4,0,5.6, , ,0,37.8,1000.6,4.4,0,13,0,150,0,21
07/02/2011,0,10.6,0,-0.2, , ,0,7,1000,9.8,0,22,0,310,0,34
08/02/2011,0,10.2,0,-1.2, , ,0,1,1007,7,0,15,0,150,0,24
09/02/2011,0,9.9,0,2.1, , ,0,7.8,1003.7,4.8,0,9,0,170,0,13
10/02/2011,0,8.1,0,-0.5, , ,0,0.1,1003.1,4.8,0,11,0,110,0,15
11/02/2011,0,11,0,1.4, , ,0,3,1000.7,5.8,0,13,0,240,0,18
12/02/2011,0,8.2,0,0.3, , ,0,2.6,996.8,7.9,0,18,0,140,0,28
13/02/2011,0,7.3,0,0.6, , ,0,4.8,988,2.5,0,11,0,180,0,17
14/02/2011,0,5.8,0,1.1, , ,0,2.5,987,6,0,14,0,230,0,24
15/02/2011,0,6.4,0,1.3, , ,0,5.2,977.3,9,0,14,0,70,0,23
16/02/2011,0,8.9,0,-0.9, , ,0,0,984.7,6.1,0,12,0,90,0,16
17/02/2011,0,5.9,0,0.1, , ,0,0,996.9,4,0,7,0,70,0,9
18/02/2011,0,8.9,0,1.4, , ,0,3.7,996.8,6.8,0,13,0,120,0,21
19/02/2011,0,12,0,4, , ,0,0.5,998.4,5.6,0,9,0,180,0,14
20/02/2011,0,11.8,0,6, , ,0,5.7,1000.2,7.9,0,14,0,140,0,23
21/02/2011,0,12.7,0,3.1, , ,0,0.7,1003.3,3.3,0,7,0,240,0,11
22/02/2011,0,10.8,0,7, , ,0,5.2,1005.5,6,0,12,0,230,0,18
23/02/2011,0,12.9,0,9.4, , ,0,3.8,1005.5,9.8,0,22,0,240,0,30
24/02/2011,0,14.2,0,7.3, , ,0,0,1009.9,9.5,0,16,0,230,0,24
25/02/2011,0,12.2,0,7, , ,0,9,1009.6,10.7,0,18,0,230,0,28
26/02/2011,0,9.7,0,2.7, , ,0,2,1013,6.6,0,14,0,270,0,23
27/02/2011,0,10.4,0,-0.8, , ,0,0.7,1022.4,7.7,0,15,0,310,0,21
28/02/2011,0,9.8,0,-3.6, , ,0,0,1030.3,2.1,0,5,0,280,0,9
01/03/2011,0,11.4,0,2.8, , ,0,0.1,1033.6,3.4,0,7,0,190,0,12
02/03/2011,0,9.8,0,-2.3, , ,0,0,1032.5,3.1,0,6,0,170,0,9
03/03/2011,0,12.3,0,-0.6, , ,0,0,1032.5,2.9,0,5,0,90,0,7
04/03/2011,0,11.6,0,-1.6, , ,0,0,1029,3.6,0,7,0,70,0,9
05/03/2011,0,11.5,0,5.6, , ,0,0,1026.6,4,0,7,0,70,0,12
06/03/2011,0,7.5,0,-0.4, , ,0,0,1025.2,3.4,0,8,0,160,0,12
07/03/2011,0,10.5,0,-0.7, , ,0,0.2,1021.8,4.1,0,9,0,180,0,13
08/03/2011,0,9.9,0,1.2, , ,0,0.6,1013.5,9.7,0,20,0,230,0,28
09/03/2011,0,10.3,0,4.2, , ,0,1.9,1007.7,14.5,0,23,0,230,0,36
10/03/2011,0,9.5,0,2.8, , ,0,1.9,1005.1,13.7,0,23,0,250,0,35
11/03/2011,0,5.4,0,0.3, , ,0,16.8,1002.1,5.3,0,15,0,240,0,22
12/03/2011,0,7.7,0,-3.6, , ,0,6,994,6,0,11,0,290,0,15
13/03/2011,0,7.2,0,-4.3, , ,0,1.2,999.4,8.8,0,19,0,300,0,26
14/03/2011,0,7.1,0,-0.7, , ,0,0.5,1008.6,4.9,0,11,0,0,0,19
15/03/2011,0,10.3,0,-4.8, , ,0,0,1011.9,2.7,0,8,0,310,0,12
16/03/2011,0,10.6,0,-4, , ,0,0,1010.3,4.8,0,11,0,250,0,17
17/03/2011,0,9.1,0,-0.6, , ,0,1,1011.8,4.2,0,11,0,290,0,15
18/03/2011,0,10.3,0,-3, , ,0,0,1020.2,5.2,0,17,0,240,0,25
19/03/2011,0,10.2,0,-1.5, , ,0,4.9,1022.6,6.5,0,14,0,180,0,21
20/03/2011,0,12.2,0,8, , ,0,1.9,1022,8.6,0,14,0,250,0,21
21/03/2011,0,13.4,0,7.7, , ,0,0,1027.9,6.8,0,15,0,230,0,22
22/03/2011,0,15.8,0,4.9, , ,0,0.1,1032.8,3.5,0,7,0,240,0,11
23/03/2011,0,16.1,0,3.4, , ,0,0,1033.8,3.8,0,8,0,110,0,12
24/03/2011,0,16.3,0,1.8, , ,0,0,1027.8,4.7,0,8,0,90,0,12
25/03/2011,0,14.1,0,2.1, , ,0,0,1018.2,6.4,0,12,0,60,0,20
26/03/2011,0,10.8,0,-0.7, , ,0,0,1011.9,3.9,0,9,0,50,0,13
27/03/2011,0,12.7,0,0.2, , ,0,0,1011,3.9,0,9,0,60,0,14
28/03/2011,0,13.4,0,1.8, , ,0,0,1009.2,4.4,0,9,0,90,0,14
29/03/2011,0,12.7,0,7.6, , ,0,0,1003.6,4.4,0,9,0,150,0,15
30/03/2011,0,13.1,0,7.6, , ,0,3.1,996.2,10.2,0,21,0,230,0,28
31/03/2011,0,14.4,0,9.1, , ,0,4,994.6,14.7,0,34,0,230,0,52
01/04/2011,0,15,0,7.7, , ,0,8.4,995.7,14.4,0,22,0,190,0,34
02/04/2011,0,13.2,0,4.8, , ,0,4.9,998.5,8.5,0,18,0,230,0,26
03/04/2011,0,10.8,0,4.2, , ,0,2.1,1006,8.5,0,17,0,230,0,24
04/04/2011,0,13.7,0,5.7, , ,0,17.2,1004.2,14.2,0,22,0,230,0,34
05/04/2011,0,14.5,0,12, , ,0,13,1005.6,13.4,0,19,0,210,0,31
06/04/2011,0,15.7,0,10.6, , ,0,0.8,1014.7,9.7,0,17,0,250,0,24
07/04/2011,0,15.4,0,4.1, , ,0,0.5,1023,5.6,0,12,0,240,0,18
08/04/2011,0,19.6,0,2.8, , ,0,0.1,1022.1,4.5,0,9,0,90,0,13
09/04/2011,0,18.2,0,7.5, , ,0,0,1016,6.4,0,11,0,120,0,16
10/04/2011,0,14.7,0,7.8, , ,0,0.2,1018,5.9,0,13,0,250,0,20
11/04/2011,0,12.4,0,3.8, , ,0,6.5,1021.3,9.9,0,21,0,310,0,33
12/04/2011,0,12,0,2.9, , ,0,3.4,1022,8.6,0,16,0,220,0,23
13/04/2011,0,14.2,0,6.4, , ,0,5.5,1011.2,7.9,0,15,0,170,0,25
14/04/2011,0,14.3,0,7.1, , ,0,0.1,1011.5,4.4,0,9,0,240,0,13
15/04/2011,0,14.5,0,2.6, , ,0,0.2,1014.3,5.7,0,13,0,220,0,18
16/04/2011,0,13.2,0,3.1, , ,0,1,1018,4.3,0,9,0,240,0,13
17/04/2011,0,16.6,0,2, , ,0,0,1018.5,3.3,0,8,0,110,0,12
18/04/2011,0,17.9,0,3.3, , ,0,0,1011.3,4.9,0,10,0,200,0,16
19/04/2011,0,18.9,0,4.4, , ,0,0,1009.3,5,0,8,0,30,0,13
20/04/2011,0,18.1,0,6, , ,0,1.8,1011,3.5,0,8,0,300,0,10
21/04/2011,0,21.8,0,9.9, , ,0,0.1,1006.1,5.2,0,10,0,100,0,15
22/04/2011,0,17.9,0,9, , ,0,0.1,1001.2,7.8,0,14,0,180,0,21
23/04/2011,0,13.1,0,5.2, , ,0,0,1009.6,6,0,11,0,240,0,18
24/04/2011,0,14.9,0,6.3, , ,0,0.6,1017.8,6,0,11,0,250,0,16
25/04/2011,0,14.7,0,6.4, , ,0,0.2,1024,5.7,0,10,0,0,0,15
26/04/2011,0,16.1,0,7.4, , ,0,0,1023.4,5.4,0,10,0,100,0,14
27/04/2011,0,18.9,0,9.1, , ,0,0.2,1021.5,3.2,0,7,0,240,0,9
28/04/2011,0,18.9,0,7.8, , ,0,0,1017.1,5.1,0,10,0,40,0,16
29/04/2011,0,19,0,3.7, , ,0,0,1011.4,8,0,13,0,60,0,20
30/04/2011,0,18.2,0,7.9, , ,0,0,1007.3,10.6,0,17,0,80,0,25
01/05/2011,0,17.8,0,7.5, , ,0,0,1005.6,10.8,0,18,0,70,0,27
02/05/2011,0,18.2,0,7.5, , ,0,0,1006.4,11.7,0,17,0,90,0,25
03/05/2011,0,13.5,0,6.6, , ,0,1.6,1009,10.8,0,15,0,100,0,23
04/05/2011,0,13.6,0,6.6, , ,0,1.4,1007.5,10.2,0,15,0,120,0,25
05/05/2011,0,17.2,0,10.6, , ,0,4.1,1003.1,8.5,0,14,0,140,0,25
06/05/2011,0,16.9,0,9.4, , ,0,1.6,1000.4,9,0,15,0,150,0,28
07/05/2011,0,18.3,0,8.9, , ,0,4.7,996.3,9.6,0,17,0,110,0,28
08/05/2011,0,16.1,0,8.6, , ,0,7.4,995.2,12.1,0,20,0,150,0,33
09/05/2011,0,15.5,0,10.6, , ,0,5.4,1001,11.8,0,18,0,180,0,29
10/05/2011,0,14.5,0,9.4, , ,0,2.7,1009.2,12.4,0,18,0,230,0,27
11/05/2011,0,12.6,0,8.6, , ,0,4.9,1014.3,11.4,0,20,0,230,0,31
12/05/2011,0,14,0,8.1, , ,0,1.7,1014.8,10.7,0,17,0,240,0,25
13/05/2011,0,12.5,0,6.7, , ,0,8.4,1014.4,7.9,0,18,0,250,0,27
14/05/2011,0,14,0,8.1, , ,0,0.2,1020,9.8,0,19,0,290,0,28
15/05/2011,0,12.1,0,9.3, , ,0,0.9,1022.2,10.7,0,14,0,240,0,29
16/05/2011,0,13.1,0,11, , ,0,0.5,1018.1,13.9,0,21,0,230,0,31
17/05/2011,0,15.4,0,10.4, , ,0,2.3,1011.5,11.1,0,16,0,230,0,25
18/05/2011,0,13.5,0,5.9, , ,0,0.5,1009.8,10.8,0,18,0,240,0,29
19/05/2011,0,12.7,0,4.1, , ,0,5,1011,7.9,0,15,0,220,0,24
20/05/2011,0,12.7,0,7.5, , ,0,2.9,1009.4,10.8,0,18,0,230,0,28
21/05/2011,0,13.9,0,7.7, , ,0,18.6,1002.9,11.3,0,18,0,220,0,32
22/05/2011,0,13.8,0,7.3, , ,0,5.8,1003,13.4,0,19,0,260,0,34
23/05/2011,0,12.5,0,7.3, , ,0,14,1005.9,18.7,0,32,0,240,0,47
24/05/2011,0,14.9,0,7, , ,0,0.6,1018,9.9,0,20,0,240,0,29
25/05/2011,0,14,0,9.6, , ,0,3.3,1007.6,11.9,0,18,0,200,0,33
26/05/2011,0,12.9,0,5, , ,0,4.7,1008.2,14.7,0,22,0,310,0,33
27/05/2011,0,11.5,0,5.3, , ,0,3.1,1013,10.5,0,17,0,210,0,27
28/05/2011,0,13.5,0,9.2, , ,0,0.6,1003.9,11.4,0,18,0,240,0,27
29/05/2011,0,14.3,0,7.8, , ,0,1.7,1001.9,12.1,0,20,0,230,0,29
30/05/2011,0,12.6,0,4.9, , ,0,5,1007.2,7.8,0,17,0,240,0,25
31/05/2011,0,13.6,0,6.4, , ,0,0.8,1014.6,10.2,0,15,0,220,0,24
01/06/2011,0,14.6,0,11.3, , ,0,0.6,1022.9,12,0,18,0,240,0,27
02/06/2011,0,21,0,11.6, , ,0,0.1,1029.4,3.6,0,8,0,240,0,11
03/06/2011,0,24.1,0,8.3, , ,0,0,1028.9,5.1,0,13,0,330,0,21
04/06/2011,0,16.9,0,8.9, , ,0,0,1023.1,8.2,0,12,0,330,0,18
05/06/2011,0,15.1,0,4.3, , ,0,0.2,1012.8,8.1,0,15,0,310,0,23
06/06/2011,0,12.7,0,2.6, , ,0,2.6,1001.5,6.1,0,12,0,240,0,18
07/06/2011,0,15.9,0,6.6, , ,0,2,992.6,8.1,0,16,0,270,0,31
08/06/2011,0,14.3,0,5.6, , ,0,4.8,1000.5,12.2,0,20,0,300,0,29
09/06/2011,0,11.6,0,4.6, , ,0,11.6,1007.8,5.9,0,14,0,280,0,20
10/06/2011,0,13.4,0,3.5, , ,0,2.1,1009.8,5.4,0,13,0,240,0,19
11/06/2011,0,15.1,0,2.7, , ,0,0,1010.3,3.8,0,8,0,220,0,14
12/06/2011,0,11.4,0,5.9, , ,0,12.2,1001.9,8.6,0,17,0,60,0,27
13/06/2011,0,17.3,0,6.6, , ,0,0.1,1006,7.5,0,14,0,250,0,20
14/06/2011,0,18.4,0,4.9, , ,0,2.3,1007.7,7.8,0,14,0,150,0,23
15/06/2011,0,16,0,8.6, , ,0,1.6,1003.4,9.6,0,14,0,230,0,22
16/06/2011,0,14.9,0,7.6, , ,0,2.6,1000.4,9.3,0,17,0,240,0,30
17/06/2011,0,15.4,0,9.4, , ,0,15,993.9,7.3,0,14,0,250,0,23
18/06/2011,0,15.8,0,9.2, , ,0,9,997.6,9.1,0,18,0,300,0,27
19/06/2011,0,16.3,0,6.8, , ,0,0,1006.1,5.9,0,11,0,240,0,17
20/06/2011,0,17.3,0,5.5, , ,0,1.4,1003.5,6.3,0,12,0,100,0,18
21/06/2011,0,16.2,0,10.7, , ,0,19.4,998.1,5.3,0,12,0,210,0,18
22/06/2011,0,18.2,0,9.1, , ,0,0.9,1004.1,8.5,0,16,0,290,0,24
23/06/2011,0,15.6,0,7.3, , ,0,0.5,1012.8,6.7,0,13,0,250,0,20
24/06/2011,0,14.6,0,6.4, , ,0,27,1010.6,7,0,14,0,210,0,25
25/06/2011,0,15.9,0,14.1, , ,0,8.7,1009.3,10.7,0,16,0,220,0,25
26/06/2011,0,19.9,0,10.2, , ,0,0,1010.6,7.7,0,14,0,240,0,22
27/06/2011,0,16.1,0,6.7, , ,0,0,1012.3,4.9,0,13,0,260,0,18
28/06/2011,0,15.8,0,4.9, , ,0,0,1015.2,6.8,0,14,0,240,0,21
29/06/2011,0,15.3,0,8.2, , ,0,10.5,1019.4,6.1,0,14,0,280,0,20
30/06/2011,0,17.1,0,10.2, , ,0,0,1023.2,6.8,0,14,0,240,0,19
01/07/2011,0,17.9,0,9.4, , ,0,0,1021.3,3.8,0,8,0,230,0,12
02/07/2011,0,18.9,0,8.1, , ,0,0,1015.3,5.2,0,12,0,240,0,19
03/07/2011,0,19.1,0,8.5, , ,0,0,1011.8,4.1,0,9,0,240,0,13
04/07/2011,0,20.7,0,11.6, , ,0,0.1,1005.4,6.6,0,13,0,150,0,25
05/07/2011,0,17.4,0,8.6, , ,0,0.9,998.4,8.8,0,16,0,240,0,24
06/07/2011,0,14.3,0,6.2, , ,0,5.7,993.6,7.4,0,14,0,90,0,24
07/07/2011,0,14.7,0,11.1, , ,0,24.6,989.5,6.8,0,12,0,210,0,18
08/07/2011,0,16.8,0,10.6, , ,0,7,994.9,6.3,0,11,0,290,0,15
09/07/2011,0,17.6,0,9.2, , ,0,0.3,1006.6,4.5,0,11,0,220,0,15
10/07/2011,0,17.9,0,8.6, , ,0,0,1014.3,4,0,10,0,240,0,17
11/07/2011,0,18.8,0,11, , ,0,0,1017.3,3.5,0,7,0,10,0,13
12/07/2011,0,20.1,0,10.3, , ,0,0,1016.8,3.6,0,6,0,80,0,10
13/07/2011,0,21.1,0,10.7, , ,0,0,1016.6,5.1,0,10,0,240,0,14
14/07/2011,0,18.2,0,10.2, , ,0,0.2,1015.3,5.1,0,10,0,250,0,15
15/07/2011,0,16.4,0,12.4, , ,0,1.4,1005.8,7.3,0,13,0,230,0,21
16/07/2011,0,16.8,0,11.5, , ,0,2.4,993.6,12,0,18,0,300,0,27
17/07/2011,0,13.9,0,12.1, , ,0,1.7,993.3,14.6,0,21,0,300,0,36
18/07/2011,0,14.6,0,11.4, , ,0,1.4,997.3,11.9,0,17,0,300,0,25
19/07/2011,0,18,0,11.3, , ,0,0,1003.1,8.7,0,14,0,300,0,26
20/07/2011,0,17,0,10.9, , ,0,0,1007.9,6.3,0,13,0,330,0,18
21/07/2011,0,16.1,0,8.4, , ,0,0,1014.5,6.4,0,11,0,330,0,16
22/07/2011,0,18,0,5.4, , ,0,0,1015.8,4.8,0,11,0,330,0,14
23/07/2011,0,18.2,0,9, , ,0,0.1,1012.5,3.1,0,7,0,230,0,10
24/07/2011,0,21.5,0,13.8, , ,0,1.4,1008.5,3.8,0,7,0,240,0,11
25/07/2011,0,20.1,0,13.6, , ,0,1.1,1008.6,6,0,12,0,310,0,18
26/07/2011,0,19.8,0,9.4, , ,0,0.2,1013.5,4.8,0,8,0,320,0,13
27/07/2011,0,16.7,0,8.9, , ,0,3.3,1017.9,3.7,0,9,0,330,0,15
28/07/2011,0,16.9,0,12.3, , ,0,0.5,1022,7.6,0,12,0,0,0,19
29/07/2011,0,17.7,0,11.6, , ,0,0,1020.5,3.5,0,6,0,340,0,11
30/07/2011,0,17.4,0,13.1, , ,0,1.2,1011.8,5.4,0,12,0,190,0,21
31/07/2011,0,17.8,0,13.4, , ,0,1.8,1005.5,7.7,0,14,0,240,0,21
01/08/2011,0,18.4,0,12, , ,0,0,1006.7,3.5,0,8,0,240,0,11
02/08/2011,0,17.6,0,9.8, , ,0,0,1009.2,3.9,0,10,0,220,0,13
03/08/2011,0,17.6,0,9.8, , ,0,0.2,1006,5.7,0,11,0,110,0,19
04/08/2011,0,19.9,0,9.9, , ,0,1.8,1004.5,7.1,0,18,0,290,0,25
05/08/2011,0,16.2,0,9.7, , ,0,0.7,1006,4.7,0,10,0,240,0,16
06/08/2011,0,17.7,0,10.1, , ,0,2.9,999.5,4.6,0,11,0,210,0,17
07/08/2011,0,17.5,0,7.5, , ,0,3.3,997.5,3.8,0,10,0,320,0,15
08/08/2011,0,17.3,0,9.9, , ,0,3.1,1009.6,8.5,0,16,0,320,0,22
09/08/2011,0,16.6,0,9.5, , ,0,0,1020.2,6,0,11,0,210,0,16
10/08/2011,0,16.8,0,12.4, , ,0,38.2,1010.2,13.4,0,19,0,220,0,32
11/08/2011,0,16.9,0,14.3, , ,0,3.2,1003.5,9.5,0,15,0,240,0,26
12/08/2011,0,18.5,0,13.4, , ,0,5.8,1001,8,0,14,0,240,0,22
13/08/2011,0,17.3,0,12.4, , ,0,1.2,997.7,9.5,0,16,0,250,0,23
14/08/2011,0,16.7,0,11.3, , ,0,1.7,1003.1,9.1,0,17,0,240,0,27
15/08/2011,0,14.9,0,8.7, , ,0,8.6,1005.8,5.3,0,13,0,140,0,25
16/08/2011,0,18.2,0,7.1, , ,0,0.2,1008.1,7.6,0,16,0,310,0,24
17/08/2011,0,16.9,0,4.5, , ,0,0,1013.8,2.5,0,7,0,300,0,10
18/08/2011,0,17.8,0,8.5, , ,0,0,1013.2,3.6,0,9,0,230,0,14
19/08/2011,0,15.7,0,7.9, , ,0,4.5,1008.9,8.5,0,18,0,190,0,26
20/08/2011,0,17.9,0,10.1, , ,0,0.4,1006.5,6.1,0,10,0,190,0,14
21/08/2011,0,19,0,11.7, , ,0,1.5,1009.4,5.8,0,11,0,250,0,16
22/08/2011,0,17.7,0,11.4, , ,0,0,1014.4,1.7,0,4,0,210,0,6
23/08/2011,0,18.4,0,11.1, , ,0,4.1,1008.5,4.1,0,9,0,230,0,13
24/08/2011,0,15.2,0,7.4, , ,0,6.1,1001.6,4.9,0,13,0,210,0,19
25/08/2011,0,17.6,0,8.7, , ,0,3.7,998.4,6.7,0,12,0,100,0,17
26/08/2011,0,17.1,0,6.7, , ,0,0.4,1004.4,7.1,0,16,0,320,0,23
27/08/2011,0,16.6,0,10, , ,0,3,1010.6,7.7,0,15,0,290,0,21
28/08/2011,0,17.1,0,7.6, , ,0,0.1,1014.6,6.9,0,15,0,320,0,21
29/08/2011,0,14.9,0,5.6, , ,0,0,1017,4.7,0,11,0,290,0,17
30/08/2011,0,15,0,9.9, , ,0,0,1014,1.8,0,4,0,180,0,7
31/08/2011,0,16.7,0,11.1, , ,0,0,1010.6,4.6,0,10,0,80,0,15
01/09/2011,0,17.8,0,8.6, , ,0,0.3,1005.2,6.1,0,11,0,190,0,19
02/09/2011,0,16.5,0,12.3, , ,0,15.2,999.3,7,0,13,0,210,0,20
03/09/2011,0,16.1,0,8.7, , ,0,0.6,997.5,7.2,0,13,0,240,0,20
04/09/2011,0,16,0,8.4, , ,0,5.1,995.3,8.5,0,16,0,180,0,27
05/09/2011,0,15.7,0,8.2, , ,0,22.7,997.4,10.2,0,19,0,210,0,30
06/09/2011,0,15.5,0,12.1, , ,0,2.1,996.9,15.1,0,22,0,240,0,37
07/09/2011,0,14,0,11.1, , ,0,6.3,1003,9.3,0,17,0,260,0,30
08/09/2011,0,16.4,0,11.9, , ,0,5.3,999.5,5.5,0,12,0,240,0,19
09/09/2011,0,20.3,0,15.2, , ,0,1.3,993.9,10.2,0,15,0,230,0,26
10/09/2011,0,18.7,0,11.6, , ,0,4.7,985.8,13,0,20,0,190,0,36
11/09/2011,0,16.8,0,11, , ,0,15.6,985.9,13.8,0,21,0,220,0,34
12/09/2011,0,16.8,0,12.3, , ,0,0.9,989.7,21.5,0,29,0,230,0,50
13/09/2011,0,14.7,0,9.9, , ,0,0.4,1005,13.3,0,23,0,240,0,35
14/09/2011,0,14.8,0,7.9, , ,0,0,1012.6,6.4,0,14,0,230,0,20
15/09/2011,0,16.9,0,6.7, , ,0,0.2,1010.8,6.2,0,11,0,140,0,17
16/09/2011,0,15.8,0,10.4, , ,0,14.5,1002.3,9.8,0,19,0,220,0,30
17/09/2011,0,14.9,0,9.6, , ,0,7.7,998.7,8.8,0,15,0,270,0,23
18/09/2011,0,15.7,0,11.1, , ,0,2.1,1004.2,9.7,0,15,0,300,0,22
19/09/2011,0,15.1,0,10.6, , ,0,10.2,1004.3,9.1,0,15,0,230,0,23
20/09/2011,0,14.4,0,8.3, , ,0,0.7,1007.9,8.5,0,18,0,230,0,26
21/09/2011,0,14.7,0,9.4, , ,0,3.8,1006.6,12.6,0,21,0,240,0,34
22/09/2011,0,15.1,0,8.7, , ,0,0,1011.2,8.3,0,16,0,220,0,24
23/09/2011,0,16.8,0,11.6, , ,0,0.9,1004.7,10,0,16,0,180,0,23
24/09/2011,0,17.1,0,9.3, , ,0,0.1,1001.8,7.5,0,13,0,220,0,19
25/09/2011,0,17,0,7.9, , ,0,2.2,1001.8,11,0,20,0,220,0,30
26/09/2011,0,15.1,0,7.5, , ,0,1.5,1010.2,5.7,0,11,0,180,0,17
27/09/2011,0,21,0,13.4, , ,0,0,1014.9,10.6,0,15,0,180,0,23
28/09/2011,0,21.1,0,15, , ,0,0.7,1010.5,10.4,0,16,0,170,0,26
29/09/2011,0,19.2,0,13.7, , ,0,0.4,1009.7,8.2,0,15,0,180,0,29
30/09/2011,0,18,0,9.4, , ,0,13.3,1011.2,5.9,0,14,0,150,0,24
01/10/2011,0,13.6,0,8.3, , ,0,5.4,1017.5,4.3,0,9,0,310,0,13
02/10/2011,0,15.1,0,12.3, , ,0,4.8,1015.5,4.3,0,11,0,220,0,16
03/10/2011,0,15.8,0,10.2, , ,0,2.6, ,9.6,0,19,0,230,0,31
04/10/2011,0,14.8,0,10.9, , ,0,3.8,1009.8,10.8,0,17,0,220,0,26
05/10/2011,0,15.9,0,8.2, , ,0,6.2,1004,15.8,0,23,0,220,0,37
