date,value
"['2019-10-30T00:00:00', 179]"
"['2019-10-31T00:00:00', 182]"
"['2019-11-01T00:00:00', 189]"
"['2019-11-02T00:00:00', 181]"
"['2019-11-03T00:00:00', 174]"
"['2019-11-04T00:00:00', 182]"
"['2019-11-05T00:00:00', 175]"
"['2019-11-06T00:00:00', 164]"
"['2019-11-07T00:00:00', 173]"
"['2019-11-08T00:00:00', 187]"
"['2019-11-09T00:00:00', 209]"
"['2019-11-10T00:00:00', 181]"
"['2019-11-11T00:00:00', 173]"
"['2019-11-12T00:00:00', 171]"
"['2019-11-13T00:00:00', 164]"
"['2019-11-14T00:00:00', 160]"
"['2019-11-15T00:00:00', 161]"
"['2019-11-16T00:00:00', 161]"
"['2019-11-17T00:00:00', 197]"
"['2019-11-18T00:00:00', 223]"
"['2019-11-19T00:00:00', 201]"
"['2019-11-20T00:00:00', 157]"
"['2019-11-21T00:00:00', 134]"
"['2019-11-22T00:00:00', 148]"
"['2019-11-23T00:00:00', 168]"
"['2019-11-24T00:00:00', 169]"
"['2019-11-25T00:00:00', 143]"
"['2019-11-26T00:00:00', 146]"
"['2019-11-27T00:00:00', 136]"
"['2019-11-28T00:00:00', 103]"
"['2019-11-29T00:00:00', 86]"
"['2019-11-30T00:00:00', 102]"
"['2019-12-01T00:00:00', 127]"
"['2019-12-02T00:00:00', 137]"
"['2019-12-03T00:00:00', 140]"
"['2019-12-04T00:00:00', 148]"
"['2019-12-05T00:00:00', 139]"
"['2019-12-06T00:00:00', 148]"
"['2019-12-07T00:00:00', 162]"
"['2019-12-08T00:00:00', 164]"
"['2019-12-09T00:00:00', 141]"
"['2019-12-10T00:00:00', 138]"
"['2019-12-11T00:00:00', 133]"
"['2019-12-12T00:00:00', 144]"
"['2019-12-13T00:00:00', 141]"
"['2019-12-14T00:00:00', 153]"
"['2019-12-15T00:00:00', 139]"
"['2019-12-16T00:00:00', 126]"
"['2019-12-17T00:00:00', 148]"
"['2019-12-18T00:00:00', 118]"
"['2019-12-19T00:00:00', 111]"
"['2019-12-20T00:00:00', 137]"
"['2019-12-21T00:00:00', 149]"
"['2019-12-22T00:00:00', 138]"
"['2019-12-23T00:00:00', 127]"
"['2019-12-24T00:00:00', 108]"
"['2019-12-25T00:00:00', 118]"
"['2019-12-26T00:00:00', 104]"
"['2019-12-27T00:00:00', 95]"
"['2019-12-28T00:00:00', 105]"
"['2019-12-29T00:00:00', 107]"
"['2019-12-30T00:00:00', 126]"
"['2019-12-31T00:00:00', 147]"
