,date,maxtp,mintp,rain,wdsp,hm,ddhm
2750,07/09/2017,15.5,13.2,4.7,8.2,13,240
2751,08/09/2017,16.8,9.7,6.0,7.6,16,280
2752,09/09/2017,16.8,10.8,6.0,8.8,18,290
2753,10/09/2017,15.5,10.6,8.5,12.7,21,260
2754,11/09/2017,16.0,9.6,2.4,10.8,19,290
2755,12/09/2017,13.6,9.0,8.3,6.4,16,320
2756,13/09/2017,13.7,7.2,0.4,6.5,13,260
2757,14/09/2017,15.5,8.1,4.0,8.9,14,300
2758,15/09/2017,15.4,8.6,0.3,8.2,14,320
2759,16/09/2017,12.8,7.5,3.2,5.5,13,300
2760,17/09/2017,17.0,3.7,0.1,3.5,7,80
2761,18/09/2017,16.4,2.2,0.1,3.1,8,210
2762,19/09/2017,15.9,10.9,0.2,5.6,10,170
2763,20/09/2017,15.2,6.9,8.4,6.0,12,310
2764,21/09/2017,15.4,2.7,0.1,4.8,13,220
2765,22/09/2017,15.4,8.4,2.8,8.8,19,130
2766,23/09/2017,16.6,9.8,1.9,10.8,18,140
2767,24/09/2017,16.6,7.1,2.1,3.6,8,250
2768,25/09/2017,18.0,5.6,0.2,4.0,9,180
2769,26/09/2017,18.3,9.7,0.0,9.8,16,140
2770,27/09/2017,15.4,8.0,18.6,6.1,15,140
2771,28/09/2017,14.5,7.4,5.1,8.3,18,130
2772,29/09/2017,14.2,7.9,7.1,9.6,17,220
2773,30/09/2017,15.2,7.2,2.5,3.6,8,160
2774,01/10/2017,15.2,10.4,5.1,12.7,19,240
2775,02/10/2017,14.8,7.6,0.5,10.0,19,270
2776,03/10/2017,14.0,7.3,0.0,6.6,13,220
2777,04/10/2017,14.6,10.3,13.7,13.2,21,210
2778,05/10/2017,15.0,3.2,0.1,7.4,14,300
2779,06/10/2017,14.1,1.9,3.1,5.9,13,220
2780,07/10/2017,15.6,10.7,0.1,5.9,11,260
2781,08/10/2017,16.0,7.4,0.0,2.9,7,270
2782,09/10/2017,14.3,8.6,6.7,8.4,14,210
2783,10/10/2017,14.0,9.4,2.4,10.1,21,200
2784,11/10/2017,14.5,9.4,21.9,10.9,22,210
2785,12/10/2017,16.4,8.0,1.2,9.4,14,180
2786,13/10/2017,16.9,12.5,9.1,9.3,19,210
2787,14/10/2017,16.6,12.6,3.3,6.7,14,150
2788,15/10/2017,16.1,9.9,1.1,8.1,15,230
2789,16/10/2017,16.7,9.6,4.7,17.0,31,190
2790,17/10/2017,14.6,3.5,0.4,6.6,17,250
2791,18/10/2017,13.3,3.7,0.3,7.1,12,100
2792,19/10/2017,12.7,7.0,15.9,9.7,19,300
2793,20/10/2017,12.5,2.4,5.4,8.1,18,140
2794,21/10/2017,13.5,7.8,8.1,15.8,22,270
2795,22/10/2017,13.1,7.2,0.9,8.4,13,270
2796,23/10/2017,14.3,9.6,3.6,6.9,11,180
2797,24/10/2017,14.4,9.9,12.7,8.1,14,220
2798,25/10/2017,13.5,9.9,0.5,6.9,13,210
2799,26/10/2017,13.9,6.9,0.9,3.4,7,70
2800,27/10/2017,14.2,2.5,0.1,2.9,8,80
2801,28/10/2017,13.4,11.8,0.4,7.2,11,270
2802,29/10/2017,13.5,4.4,0.4,5.5,11,290
2803,30/10/2017,12.2,3.8,0.1,4.7,9,210
2804,31/10/2017,13.4,9.6,0.6,6.4,9,200
2805,01/11/2017,13.5,8.1,0.3,3.4,9,180
2806,02/11/2017,11.3,7.8,0.0,2.6,7,0
2807,03/11/2017,12.4,8.2,1.7,4.8,10,200
2808,04/11/2017,9.8,3.4,2.6,6.1,17,260
2809,05/11/2017,10.6,1.5,1.5,5.5,12,300
2810,06/11/2017,12.4,6.5,4.4,10.7,18,310
2811,07/11/2017,9.5,-0.8,1.2,4.2,14,290
2812,08/11/2017,12.1,-1.1,2.5,5.9,11,240
2813,09/11/2017,12.9,8.7,1.1,8.3,15,260
2814,10/11/2017,12.0,7.0,8.1,7.1,16,230
2815,11/11/2017,12.4,3.6,5.2,5.6,13,250
2816,12/11/2017,9.5,0.0,0.1,7.5,16,320
2817,13/11/2017,11.5,-1.3,2.1,6.3,12,230
2818,14/11/2017,12.5,7.0,1.1,5.6,13,220
2819,15/11/2017,11.0,3.2,0.1,4.3,11,190
2820,16/11/2017,10.1,0.3,1.4,4.8,12,230
2821,17/11/2017,8.6,0.2,0.7,4.2,9,200
2822,18/11/2017,7.9,6.3,8.3,1.9,5,10
2823,19/11/2017,11.6,6.0,4.3,5.9,13,180
2824,20/11/2017,13.4,11.6,4.2,10.5,15,220
2825,21/11/2017,13.1,10.7,0.4,8.4,14,220
2826,22/11/2017,10.9,1.5,19.8,5.5,14,320
2827,23/11/2017,7.9,-1.9,0.8,7.3,21,210
2828,24/11/2017,4.6,-2.8,3.8,4.5,15,280
2829,25/11/2017,6.3,-0.9,0.3,6.2,13,290
2830,26/11/2017,10.5,1.6,10.6,8.1,19,220
2831,27/11/2017,8.9,4.1,0.5,8.1,14,290
2832,28/11/2017,6.3,0.3,1.4,7.8,16,320
2833,29/11/2017,5.2,-0.5,0.2,6.4,13,320
2834,30/11/2017,7.5,0.6,0.2,6.0,12,310
2835,01/12/2017,6.9,0.6,0.0,4.3,8,310
2836,02/12/2017,10.0,3.5,0.6,4.0,7,300
2837,03/12/2017,10.3,0.4,0.1,3.2,6,280
2838,04/12/2017,8.7,0.5,0.4,2.6,7,220
2839,05/12/2017,9.7,5.7,0.3,7.4,12,190
2840,06/12/2017,13.5,9.1,13.9,10.2,15,170
2841,07/12/2017,12.6,0.9,6.1,10.2,23,310
2842,08/12/2017,5.8,0.0,0.1,8.1,19,290
2843,09/12/2017,5.1,-0.2,1.3,4.1,12,80
2844,10/12/2017,2.4,-3.3,23.4,8.6,16,70
2845,11/12/2017,4.4,-2.7,0.4,7.1,16,300
2846,12/12/2017,7.4,-1.0,2.2,5.3,13,180
2847,13/12/2017,8.2,1.9,9.2,10.5,19,270
2848,14/12/2017,6.3,2.6,5.6,10.1,21,300
2849,15/12/2017,6.6,-2.2,0.1,8.2,17,300
2850,16/12/2017,8.9,-2.2,0.0,4.0,7,180
2851,17/12/2017,10.6,1.2,3.4,6.2,15,220
2852,18/12/2017,9.0,-0.3,0.0,3.2,9,190
2853,19/12/2017,13.1,9.0,0.3,7.4,11,190
2854,20/12/2017,11.9,7.1,10.9,5.1,14,210
2855,21/12/2017,11.8,10.9,7.8,8.1,12,210
2856,22/12/2017,10.9,9.0,0.8,6.6,10,230
2857,23/12/2017,12.7,9.1,0.7,8.4,16,220
2858,24/12/2017,11.9,10.4,31.9,13.7,21,210
2859,25/12/2017,10.4,2.4,8.3,5.2,15,290
2860,26/12/2017,3.8,-0.3,0.0,5.1,11,320
2861,27/12/2017,6.1,-1.5,1.4,6.9,17,300
2862,28/12/2017,4.3,-4.1,0.7,3.1,10,140
2863,29/12/2017,7.4,1.4,13.3,10.7,22,240
2864,30/12/2017,10.7,1.6,4.0,9.1,23,200
2865,31/12/2017,10.6,4.4,10.5,11.8,30,210
2866,01/01/2018,9.0,1.5,0.5,7.6,17,280
2867,02/01/2018,10.6,3.3,13.8,12.3,30,220
2868,03/01/2018,8.8,5.2,6.9,13.9,22,260
2869,04/01/2018,11.0,2.7,6.7,8.2,24,290
2870,05/01/2018,8.1,0.0,2.6,4.4,13,240
2871,06/01/2018,5.5,-0.6,0.1,8.0,13,30
2872,07/01/2018,3.6,-4.6,0.0,3.5,6,40
2873,08/01/2018,4.1,-6.8,0.0,5.7,11,80
2874,09/01/2018,8.7,3.0,5.8,9.0,15,90
2875,10/01/2018,4.9,0.4,8.7,5.4,9,30
2876,11/01/2018,4.1,-1.3,0.8,3.8,12,90
2877,12/01/2018,10.0,2.1,4.0,12.2,21,130
2878,13/01/2018,10.4,4.1,4.2,5.2,14,120
2879,14/01/2018,10.3,3.0,5.9,9.6,20,220
2880,15/01/2018,9.6,3.1,4.1,11.2,19,230
2881,16/01/2018,4.6,0.2,4.2,13.2,25,260
2882,17/01/2018,10.5,2.4,12.7,12.3,26,290
2883,18/01/2018,5.7,0.0,3.3,6.2,17,290
2884,19/01/2018,5.3,0.2,6.8,6.3,16,240
2885,20/01/2018,6.1,2.7,2.9,4.5,7,90
2886,21/01/2018,11.5,3.6,21.1,10.7,18,240
2887,22/01/2018,10.3,7.2,0.1,8.3,13,250
2888,23/01/2018,11.6,6.8,15.1,12.8,22,210
2889,24/01/2018,10.5,4.0,11.7,14.4,24,220
2890,25/01/2018,8.6,3.2,6.3,8.6,15,180
2891,26/01/2018,7.6,-0.9,1.0,5.6,13,180
2892,27/01/2018,11.1,7.6,8.8,11.2,17,220
2893,28/01/2018,11.9,9.9,2.0,17.0,21,220
2894,29/01/2018,11.1,1.9,5.0,6.7,20,210
2895,30/01/2018,8.5,2.8,4.0,7.8,17,250
2896,31/01/2018,7.8,2.1,4.1,10.9,22,280
2897,01/02/2018,7.1,2.2,0.8,10.7,23,320
2898,02/02/2018,6.7,0.4,1.0,5.2,13,300
2899,03/02/2018,6.6,0.9,1.3,8.7,19,300
2900,04/02/2018,8.2,0.0,0.1,4.6,10,320
2901,05/02/2018,5.5,1.4,2.3,3.6,9,140
2902,06/02/2018,4.6,-0.7,1.0,8.1,17,330
2903,07/02/2018,6.7,-1.0,5.2,5.9,11,190
2904,08/02/2018,8.3,0.7,8.3,6.9,16,250
2905,09/02/2018,5.6,-0.6,3.8,7.4,20,270
2906,10/02/2018,10.4,2.6,10.3,12.0,22,210
2907,11/02/2018,3.6,-1.1,6.9,6.2,16,270
2908,12/02/2018,6.1,-0.8,5.5,9.0,18,170
2909,13/02/2018,5.5,-0.3,1.9,7.0,18,270
2910,14/02/2018,10.0,2.5,6.5,12.0,20,140
2911,15/02/2018,6.4,1.0,3.2,12.2,22,230
2912,16/02/2018,7.5,1.4,9.6,6.9,13,170
2913,17/02/2018,9.6,1.4,1.9,4.2,8,290
2914,18/02/2018,10.5,2.0,6.2,6.6,12,230
2915,19/02/2018,12.5,3.0,1.6,5.6,11,230
2916,20/02/2018,10.4,-1.7,0.0,3.6,11,310
2917,21/02/2018,9.5,-3.0,0.0,3.3,7,190
2918,22/02/2018,8.9,4.4,0.1,7.3,13,140
2919,23/02/2018,7.1,3.8,0.0,10.4,17,130
2920,24/02/2018,5.4,-1.6,0.0,9.1,14,90
2921,25/02/2018,7.8,-2.5,0.0,7.3,14,120
2922,26/02/2018,4.2,-1.3,0.0,8.6,17,100
2923,27/02/2018,5.2,-3.4,0.0,6.5,14,40
2924,28/02/2018,-0.4,-4.8,0.5,11.3,18,50
2925,01/03/2018,-0.9,-5.1,5.8,12.3,17,40
2926,02/03/2018,0.8,-1.3,26.4,15.5,22,60
2927,03/03/2018,2.4,-0.4,1.4,13.2,21,70
2928,04/03/2018,2.9,1.2,0.4,8.7,14,60
2929,05/03/2018,5.7,2.2,0.6,3.4,6,330
2930,06/03/2018,6.6,1.1,3.6,4.8,9,230
2931,07/03/2018,8.5,-0.5,0.0,7.5,16,230
2932,08/03/2018,10.3,-1.5,0.6,5.5,13,270
2933,09/03/2018,6.8,-2.6,3.3,7.8,16,50
2934,10/03/2018,13.4,4.3,5.5,9.1,14,190
2935,11/03/2018,12.6,2.5,0.2,6.0,10,80
2936,12/03/2018,11.1,1.1,0.9,5.2,15,310
2937,13/03/2018,10.9,-0.6,0.0,8.3,17,130
2938,14/03/2018,11.1,7.9,3.9,12.8,22,100
2939,15/03/2018,12.4,6.3,1.5,8.4,16,120
2940,16/03/2018,11.7,2.4,0.6,7.1,16,90
2941,17/03/2018,6.4,-1.4,0.0,12.4,21,60
2942,18/03/2018,2.6,-2.6,0.0,11.0,20,30
2943,19/03/2018,7.0,-0.3,0.0,8.2,15,60
2944,20/03/2018,9.1,-5.4,0.0,3.2,7,230
2945,21/03/2018,10.4,-2.6,0.0,7.2,15,230
2946,22/03/2018,9.8,3.9,4.9,8.3,15,170
2947,23/03/2018,9.1,5.2,3.8,7.6,17,220
2948,24/03/2018,10.6,-0.2,2.0,4.4,10,270
2949,25/03/2018,10.7,-2.4,0.4,3.5,10,240
2950,26/03/2018,10.7,0.0,6.9,6.2,15,230
2951,27/03/2018,10.6,4.4,1.3,10.2,18,260
2952,28/03/2018,8.4,1.1,2.0,6.4,14,230
2953,29/03/2018,10.1,-0.2,4.0,4.9,11,50
2954,30/03/2018,8.6,1.4,1.4,7.4,12,0
2955,31/03/2018,9.5,0.8,0.0,5.5,9,320
2956,01/04/2018,7.9,-0.2,0.2,10.3,17,70
2957,02/04/2018,6.2,2.6,5.4,11.5,18,60
2958,03/04/2018,9.8,4.0,8.3,6.8,13,190
2959,04/04/2018,9.0,-1.9,0.8,10.2,19,330
2960,05/04/2018,10.5,-4.2,4.0,8.7,16,120
2961,06/04/2018,12.7,6.9,8.0,12.1,22,180
2962,07/04/2018,14.1,5.8,5.7,2.6,6,230
2963,08/04/2018,13.8,4.2,3.8,3.5,8,70
2964,09/04/2018,13.3,5.0,0.3,6.3,14,150
2965,10/04/2018,11.3,5.5,0.1,8.3,15,50
2966,11/04/2018,10.3,7.0,0.0,6.7,10,70
2967,12/04/2018,11.5,7.5,0.0,7.3,13,70
2968,13/04/2018,14.0,1.7,0.6,2.4,6,240
2969,14/04/2018,14.9,7.0,0.3,9.2,17,130
2970,15/04/2018,14.3,8.7,6.6,11.6,17,130
2971,16/04/2018,11.6,6.0,7.2,13.6,21,140
2972,17/04/2018,15.8,9.7,6.9,13.0,20,180
2973,18/04/2018,17.9,10.9,0.1,10.7,20,160
2974,19/04/2018,15.8,5.4,0.0,6.2,11,260
2975,20/04/2018,13.8,3.7,0.0,6.1,12,230
2976,21/04/2018,17.6,1.7,3.7,4.7,11,180
2977,22/04/2018,11.7,8.0,2.0,10.7,18,240
2978,23/04/2018,12.2,8.8,3.5,10.2,19,230
2979,24/04/2018,11.1,7.7,4.3,8.3,17,220
2980,25/04/2018,11.5,6.7,1.4,11.8,19,240
2981,26/04/2018,11.5,5.4,7.6,8.1,15,230
2982,27/04/2018,13.1,3.8,0.2,5.6,13,330
2983,28/04/2018,13.4,0.7,0.0,3.6,11,340
2984,29/04/2018,14.5,0.7,1.2,4.5,11,350
2985,30/04/2018,12.9,0.1,0.0,4.7,12,240
2986,01/05/2018,11.9,5.3,9.3,8.5,16,180
2987,02/05/2018,12.3,4.3,0.8,8.9,16,260
2988,03/05/2018,12.1,7.9,2.6,9.1,14,230
2989,04/05/2018,14.1,9.0,0.6,6.7,12,250
2990,05/05/2018,16.5,9.2,0.0,6.5,14,220
2991,06/05/2018,17.0,8.1,0.0,5.1,12,240
2992,07/05/2018,15.1,10.4,0.0,5.1,12,250
2993,08/05/2018,13.4,7.9,5.5,9.2,16,230
2994,09/05/2018,11.8,6.4,3.1,10.3,16,240
2995,10/05/2018,13.8,5.6,2.2,8.9,17,220
2996,11/05/2018,12.2,2.7,8.2,10.3,19,140
2997,12/05/2018,13.0,0.7,0.0,5.0,10,250
2998,13/05/2018,15.0,4.9,0.0,5.9,11,220
2999,14/05/2018,16.5,9.8,0.2,5.8,10,210
3000,15/05/2018,14.3,3.4,1.4,6.6,14,320
3001,16/05/2018,15.9,2.2,0.0,6.2,11,40
3002,17/05/2018,16.9,4.2,0.0,5.0,8,160
3003,18/05/2018,16.3,7.8,0.0,4.5,9,260
3004,19/05/2018,19.6,5.4,0.1,7.9,13,190
3005,20/05/2018,16.5,12.0,9.9,7.4,14,190
3006,21/05/2018,12.2,5.6,17.8,7.6,14,340
3007,22/05/2018,17.2,2.1,0.0,4.3,9,10
3008,23/05/2018,21.9,5.1,0.0,4.1,7,100
3009,24/05/2018,21.3,7.0,0.1,3.6,9,330
3010,25/05/2018,21.5,9.7,0.0,9.0,15,320
3011,26/05/2018,21.0,9.2,0.2,8.2,14,60
3012,27/05/2018,21.5,11.8,0.5,7.1,14,70
3013,28/05/2018,23.1,10.0,0.0,2.2,5,340
3014,29/05/2018,24.8,12.9,0.0,5.9,11,50
3015,30/05/2018,23.0,11.4,0.0,5.6,10,70
3016,31/05/2018,25.8,12.0,0.0,3.5,7,280
3017,01/06/2018,20.3,13.5,0.0,5.3,9,240
3018,02/06/2018,20.2,13.4,0.4,2.7,6,170
3019,03/06/2018,22.0,13.3,1.5,2.8,7,210
3020,04/06/2018,23.0,11.9,0.1,3.7,7,10
3021,05/06/2018,22.0,12.7,0.0,5.5,10,80
3022,06/06/2018,24.3,11.4,0.0,4.1,9,80
3023,07/06/2018,24.4,11.3,0.0,6.3,10,70
3024,08/06/2018,23.7,12.2,0.6,4.3,15,300
3025,09/06/2018,20.7,10.4,0.0,4.3,9,290
3026,10/06/2018,17.9,12.6,0.0,6.9,11,330
3027,11/06/2018,17.8,10.6,0.0,5.9,11,310
3028,12/06/2018,17.4,10.0,0.0,5.2,11,330
3029,13/06/2018,16.4,8.1,7.0,9.8,20,200
3030,14/06/2018,16.3,11.0,0.7,14.2,29,210
3031,15/06/2018,15.5,10.4,2.3,8.4,13,250
3032,16/06/2018,15.1,9.8,1.6,8.9,16,230
3033,17/06/2018,15.9,10.2,2.4,8.8,15,220
3034,18/06/2018,15.6,9.1,0.2,6.8,12,220
3035,19/06/2018,20.0,8.1,7.0,7.6,18,210
3036,20/06/2018,16.5,8.8,1.4,10.5,16,260
3037,21/06/2018,17.5,5.8,0.0,6.8,11,310
3038,22/06/2018,18.5,3.2,0.0,3.7,7,260
3039,23/06/2018,20.6,5.5,0.0,3.3,8,230
3040,24/06/2018,25.2,4.5,0.0,2.5,7,230
3041,25/06/2018,25.8,7.5,0.0,2.3,8,320
3042,26/06/2018,28.8,13.6,0.0,3.5,9,180
3043,27/06/2018,30.0,13.5,0.0,4.9,9,60
3044,28/06/2018,30.2,12.1,0.0,5.4,10,90
3045,29/06/2018,29.9,15.2,0.0,5.9,10,70
3046,30/06/2018,28.2,12.3,0.0,5.7,12,310
3047,01/07/2018,20.5,11.5,0.0,9.9,13,340
3048,02/07/2018,25.2,9.2,0.0,7.0,10,320
3049,03/07/2018,25.7,8.8,0.0,5.9,10,90
3050,04/07/2018,22.2,9.5,0.0,5.6,11,250
3051,05/07/2018,19.8,13.4,0.0,3.2,6,350
3052,06/07/2018,21.9,12.6,0.0,4.5,11,230
3053,07/07/2018,22.7,12.3,0.0,4.3,9,230
3054,08/07/2018,21.7,13.9,0.8,3.9,9,260
3055,09/07/2018,22.5,11.6,0.0,5.2,9,320
3056,10/07/2018,23.5,7.9,0.0,5.5,11,320
3057,11/07/2018,20.9,12.3,0.2,5.6,11,10
3058,12/07/2018,18.6,11.1,0.0,5.1,9,340
3059,13/07/2018,22.5,12.1,0.0,3.3,8,250
3060,14/07/2018,19.1,11.2,3.9,6.3,11,200
3061,15/07/2018,19.0,13.3,16.5,5.9,10,270
3062,16/07/2018,17.9,10.1,2.5,5.4,11,250
3063,17/07/2018,18.3,9.6,1.8,4.7,9,210
3064,18/07/2018,19.3,11.9,0.0,4.3,8,250
3065,19/07/2018,18.9,9.8,0.0,4.9,10,250
3066,20/07/2018,19.6,13.0,0.3,7.0,11,310
3067,21/07/2018,18.9,11.4,0.0,6.1,10,240
3068,22/07/2018,21.4,16.0,0.0,6.3,11,250
3069,23/07/2018,20.0,14.5,0.3,6.1,12,240
3070,24/07/2018,19.6,11.0,0.0,5.4,13,260
3071,25/07/2018,23.9,9.5,0.0,5.4,11,140
3072,26/07/2018,23.1,14.7,15.7,8.1,16,160
3073,27/07/2018,18.6,11.5,7.8,5.4,12,140
3074,28/07/2018,16.6,10.5,3.5,6.5,14,260
3075,29/07/2018,18.0,9.1,1.0,6.1,14,220
3076,30/07/2018,17.6,10.6,2.8,7.9,12,200
3077,31/07/2018,17.8,10.6,12.6,11.4,19,210
3078,01/08/2018,17.7,12.9,12.0,7.3,13,180
3079,02/08/2018,19.9,16.0,7.1,5.7,10,210
3080,03/08/2018,19.1,14.5,0.2,5.5,10,220
3081,04/08/2018,18.9,12.8,0.0,3.8,7,260
3082,05/08/2018,18.4,12.1,0.0,4.7,10,250
3083,06/08/2018,18.2,13.0,3.9,6.1,11,220
3084,07/08/2018,17.0,12.2,4.0,6.6,13,220
3085,08/08/2018,17.1,8.3,0.7,6.2,14,280
3086,09/08/2018,16.5,8.1,7.6,5.8,13,240
3087,10/08/2018,17.3,7.0,0.1,4.4,10,220
3088,11/08/2018,20.9,6.9,3.1,6.6,11,120
3089,12/08/2018,20.2,12.7,0.2,2.8,7,290
3090,13/08/2018,18.8,13.1,0.7,5.2,11,230
3091,14/08/2018,17.6,15.1,3.4,10.1,16,230
3092,15/08/2018,19.9,12.4,3.6,9.5,16,210
3093,16/08/2018,17.0,11.4,8.1,8.2,15,250
3094,17/08/2018,16.2,12.5,6.0,10.8,17,220
3095,18/08/2018,21.3,15.4,13.5,9.0,15,220
3096,19/08/2018,18.9,14.8,1.6,7.1,12,250
3097,20/08/2018,19.0,14.1,0.8,5.3,9,220
3098,21/08/2018,20.9,13.5,2.3,8.1,16,220
3099,22/08/2018,17.7,12.6,8.9,7.4,14,220
3100,23/08/2018,16.2,10.4,8.0,8.9,16,260
3101,24/08/2018,15.5,7.4,0.9,7.6,16,280
3102,25/08/2018,17.7,4.7,0.4,2.7,7,130
3103,26/08/2018,16.7,10.1,18.8,8.5,14,260
3104,27/08/2018,17.0,12.1,0.0,8.5,14,290
3105,28/08/2018,15.8,9.1,8.4,6.6,13,190
3106,29/08/2018,16.9,6.6,0.0,4.4,11,300
3107,30/08/2018,18.1,6.7,0.0,3.2,8,110
3108,31/08/2018,18.5,10.4,1.8,6.2,11,130
3109,01/09/2018,22.0,12.5,0.1,2.9,7,260
3110,02/09/2018,19.1,7.3,0.2,7.3,13,190
3111,03/09/2018,16.8,3.1,0.0,4.9,10,320
3112,04/09/2018,16.4,4.8,0.0,3.4,11,320
3113,05/09/2018,17.3,8.1,0.4,4.8,10,210
3114,06/09/2018,14.2,6.5,5.6,5.5,10,330
3115,07/09/2018,15.9,6.7,0.9,4.2,10,220
3116,08/09/2018,16.2,12.1,15.6,5.2,11,220
3117,09/09/2018,15.9,12.2,2.4,9.1,15,230
3118,10/09/2018,16.2,11.3,14.2,8.4,14,220
3119,11/09/2018,15.8,9.1,4.0,7.3,14,250
3120,12/09/2018,15.5,6.2,0.4,5.4,12,250
3121,13/09/2018,15.9,9.5,4.4,8.6,15,220
3122,14/09/2018,15.5,11.1,6.9,6.7,13,240
3123,15/09/2018,16.3,10.5,3.0,7.4,15,170
3124,16/09/2018,16.2,10.2,2.8,7.1,13,200
3125,17/09/2018,20.3,9.6,4.8,7.8,17,170
3126,18/09/2018,17.8,11.7,4.1,11.3,22,210
3127,19/09/2018,14.6,9.2,6.6,15.3,35,220
3128,20/09/2018,11.2,6.0,10.8,3.4,7,170
3129,21/09/2018,14.6,6.3,1.6,7.9,16,270
3130,22/09/2018,14.1,7.7,0.7,3.2,7,10
3131,23/09/2018,13.0,2.4,0.1,7.3,16,300
3132,24/09/2018,14.5,0.7,0.0,3.3,9,200
3133,25/09/2018,15.1,7.0,6.0,8.2,13,190
3134,26/09/2018,16.4,12.2,1.8,7.2,14,210
3135,27/09/2018,15.8,5.5,0.6,6.3,11,220
3136,28/09/2018,14.6,1.3,0.0,3.3,7,30
3137,29/09/2018,13.3,-0.6,0.8,4.9,11,230
3138,30/09/2018,12.8,3.2,0.0,6.2,15,310
3139,01/10/2018,14.1,6.2,2.5,7.4,15,210
3140,02/10/2018,14.9,12.3,0.7,7.0,11,260
3141,03/10/2018,13.8,11.9,2.7,6.8,11,220
3142,04/10/2018,14.1,9.8,4.0,6.5,10,210
3143,05/10/2018,11.8,4.2,0.2,5.2,10,310
3144,06/10/2018,12.5,1.3,0.3,5.2,11,320
3145,07/10/2018,14.8,2.0,0.0,14.1,23,210
3146,08/10/2018,15.5,13.6,0.3,14.3,19,200
3147,09/10/2018,16.8,12.9,0.1,11.5,17,180
3148,10/10/2018,20.7,11.9,0.2,10.4,18,130
3149,11/10/2018,15.3,9.7,5.0,9.1,18,140
3150,12/10/2018,14.3,10.1,12.4,12.0,22,120
3151,13/10/2018,12.4,4.2,19.1,4.7,11,320
3152,14/10/2018,13.3,0.2,0.0,3.0,9,210
3153,15/10/2018,13.9,2.1,0.0,3.9,8,100
3154,16/10/2018,15.2,8.5,1.1,8.2,15,210
3155,17/10/2018,13.8,1.2,1.1,4.3,9,300
3156,18/10/2018,13.3,-0.5,0.0,3.1,8,190
3157,19/10/2018,13.3,7.1,2.1,5.5,9,180
3158,20/10/2018,15.7,12.0,0.2,7.0,10,210
3159,21/10/2018,14.3,3.5,7.6,6.6,14,310
3160,22/10/2018,13.9,0.4,0.0,5.1,11,250
3161,23/10/2018,15.1,4.9,0.0,6.8,12,270
3162,24/10/2018,12.7,2.3,0.0,3.3,8,290
3163,25/10/2018,11.8,7.4,0.8,5.7,14,260
3164,26/10/2018,9.3,2.9,1.5,9.2,18,320
3165,27/10/2018,7.6,-0.9,4.9,7.3,18,310
3166,28/10/2018,10.5,-1.7,0.0,2.9,7,10
3167,29/10/2018,7.8,1.8,0.0,6.8,13,120
3168,30/10/2018,7.4,3.6,1.2,4.4,10,90
3169,31/10/2018,9.5,-2.0,5.8,3.5,8,200
3170,01/11/2018,10.9,-2.3,1.5,3.0,16,280
3171,02/11/2018,13.4,-2.6,3.1,6.7,16,180
3172,03/11/2018,15.0,8.2,5.6,12.2,16,190
3173,04/11/2018,12.6,6.9,0.1,6.1,12,190
3174,05/11/2018,10.5,6.8,4.5,4.0,7,310
3175,06/11/2018,12.9,4.5,4.1,7.3,14,140
3176,07/11/2018,9.4,2.3,0.7,5.0,12,250
3177,08/11/2018,11.6,4.5,0.1,6.2,11,140
3178,09/11/2018,12.6,5.0,15.1,12.1,24,140
3179,10/11/2018,10.2,4.3,1.6,4.8,11,200
3180,11/11/2018,9.9,3.3,1.6,5.9,12,180
3181,12/11/2018,11.1,7.6,2.7,8.4,14,190
3182,13/11/2018,12.5,6.5,1.7,7.6,13,140
3183,14/11/2018,15.1,11.9,8.0,10.5,15,160
3184,15/11/2018,13.4,4.0,8.0,7.5,14,170
3185,16/11/2018,13.3,3.6,0.3,8.8,14,140
3186,17/11/2018,13.2,5.9,0.0,10.4,16,100
3187,18/11/2018,11.4,3.9,0.0,7.2,12,90
3188,19/11/2018,9.1,4.0,0.2,7.2,12,80
3189,20/11/2018,7.8,4.0,0.0,8.5,13,30
3190,21/11/2018,6.1,2.4,1.6,5.5,9,90
3191,22/11/2018,6.9,2.0,0.3,8.6,15,90
3192,23/11/2018,7.2,1.4,0.1,8.9,13,50
3193,24/11/2018,8.4,3.6,0.1,6.7,10,50
3194,25/11/2018,7.4,0.6,0.1,5.4,10,70
3195,26/11/2018,7.7,0.9,0.4,7.6,15,100
3196,27/11/2018,10.4,7.4,10.1,10.7,21,100
3197,28/11/2018,14.4,8.1,7.6,14.6,28,210
3198,29/11/2018,9.7,7.3,4.7,9.2,17,250
3199,30/11/2018,8.7,5.0,2.4,8.9,17,250
3200,01/12/2018,8.2,5.8,5.4,4.2,11,70
3201,02/12/2018,11.3,7.1,13.2,10.0,19,220
3202,03/12/2018,8.5,-1.9,3.3,4.4,10,310
3203,04/12/2018,4.8,-2.4,2.8,4.3,13,80
3204,05/12/2018,10.8,4.4,7.3,4.9,12,90
3205,06/12/2018,13.1,8.8,5.3,10.0,21,220
3206,07/12/2018,12.9,5.6,3.3,14.7,22,220
3207,08/12/2018,11.0,7.2,8.5,14.0,23,270
3208,09/12/2018,9.5,4.0,0.2,8.8,20,300
3209,10/12/2018,10.4,0.4,0.0,3.5,7,190
3210,11/12/2018,11.0,4.5,0.7,8.1,16,150
3211,12/12/2018,8.2,0.0,0.9,6.7,17,120
3212,13/12/2018,9.2,6.4,0.8,11.1,17,120
