,date,maxtp,mintp,rain,wdsp,hm,ddhm
3677,22/03/2020,10.7,1.4,0.0,5.3,11,130
3678,23/03/2020,11.6,3.2,0.0,7.8,14,200
3679,24/03/2020,13.0,7.0,0.0,10.1,17,200
3680,25/03/2020,15.3,7.3,1.5,6.2,10,200
3681,26/03/2020,12.3,4.9,0.0,5.5,8,50
3682,27/03/2020,14.3,1.4,0.0,6.3,11,50
3683,28/03/2020,12.2,3.8,0.0,9.7,18,60
3684,29/03/2020,8.2,-0.7,0.0,7.8,14,60
3685,30/03/2020,10.9,-1.9,0.1,8.0,15,10
3686,31/03/2020,9.9,4.7,0.0,6.5,10,20
3687,01/04/2020,11.4,3.9,0.0,7.0,14,320
3688,02/04/2020,11.7,5.7,0.2,7.7,16,290
3689,03/04/2020,11.3,5.1,0.0,6.0,14,250
3690,04/04/2020,13.1,5.2,0.0,8.5,15,150
3691,05/04/2020,14.2,8.6,2.9,13.1,19,140
3692,06/04/2020,12.0,4.4,0.4,9.9,16,230
3693,07/04/2020,14.9,1.0,0.0,5.5,14,190
3694,08/04/2020,16.5,5.3,0.0,3.8,8,190
3695,09/04/2020,18.7,3.1,0.0,4.3,10,130
3696,10/04/2020,17.5,7.5,0.1,3.4,6,250
3697,11/04/2020,13.1,8.4,0.1,6.5,12,260
3698,12/04/2020,9.7,6.6,5.0,7.4,15,20
3699,13/04/2020,11.4,1.6,0.0,9.5,17,50
3700,14/04/2020,15.2,-1.1,0.1,3.8,8,200
3701,15/04/2020,17.1,-0.1,0.0,3.9,8,110
3702,16/04/2020,16.7,4.7,0.0,7.7,12,90
3703,17/04/2020,17.6,6.7,0.5,8.6,14,60
3704,18/04/2020,11.7,8.2,3.7,7.9,13,80
3705,19/04/2020,15.9,6.5,0.0,8.0,13,120
3706,20/04/2020,15.7,5.0,0.0,8.5,14,70
3707,21/04/2020,16.3,4.0,0.0,7.5,13,80
3708,22/04/2020,16.7,6.2,0.0,6.9,12,70
3709,23/04/2020,20.2,5.4,0.0,4.3,8,80
3710,24/04/2020,19.4,7.1,0.0,3.5,6,80
3711,25/04/2020,20.4,5.6,0.0,4.7,11,350
3712,26/04/2020,13.4,3.2,0.0,5.6,11,350
3713,27/04/2020,14.5,-0.4,0.0,4.1,9,50
3714,28/04/2020,15.1,1.6,1.0,3.0,8,220
3715,29/04/2020,13.4,5.0,25.6,6.8,13,120
3716,30/04/2020,12.7,4.1,7.2,5.5,15,320
3717,01/05/2020,12.6,4.8,0.5,7.3,17,320
3718,02/05/2020,15.9,2.4,0.0,3.3,7,320
3719,03/05/2020,17.0,6.0,0.0,4.5,9,0
3720,04/05/2020,16.6,4.3,0.0,8.2,15,60
3721,05/05/2020,17.2,7.5,0.0,10.8,17,90
3722,06/05/2020,18.6,8.9,0.9,8.7,15,100
3723,07/05/2020,16.4,9.2,8.0,6.0,12,150
3724,08/05/2020,19.6,7.9,0.0,2.9,6,340
3725,09/05/2020,22.1,6.1,0.0,3.5,9,340
3726,10/05/2020,13.2,4.4,0.1,9.9,18,80
3727,11/05/2020,12.4,0.7,0.0,7.5,15,80
3728,12/05/2020,12.9,-1.6,0.0,4.4,9,350
3729,13/05/2020,12.3,2.4,0.0,6.2,12,60
3730,14/05/2020,15.8,-1.1,0.0,4.2,11,340
3731,15/05/2020,13.5,1.6,0.0,4.4,10,280
3732,16/05/2020,14.4,6.0,0.0,5.7,11,260
3733,17/05/2020,15.1,9.9,2.9,8.3,15,220
3734,18/05/2020,16.4,10.7,10.2,7.9,12,200
3735,19/05/2020,16.7,12.1,5.1,6.8,13,220
3736,20/05/2020,18.2,10.4,0.0,6.6,12,140
3737,21/05/2020,16.6,9.1,8.8,7.7,15,150
3738,22/05/2020,14.0,9.8,2.3,19.8,29,220
3739,23/05/2020,13.3,7.6,9.8,14.1,20,220
3740,24/05/2020,15.6,7.4,0.0,8.8,15,230
3741,25/05/2020,16.3,6.4,1.0,7.2,13,220
3742,26/05/2020,18.9,8.8,0.0,3.7,7,260
3743,27/05/2020,23.3,6.3,0.0,2.2,6,100
3744,28/05/2020,25.4,10.5,0.0,5.7,11,140
3745,29/05/2020,24.2,12.4,0.0,7.9,13,150
3746,30/05/2020,24.7,8.6,0.0,7.4,13,100
3747,31/05/2020,25.0,11.1,0.0,6.7,11,90
3748,01/06/2020,26.6,9.2,0.0,4.0,12,320
3749,02/06/2020,21.5,8.5,0.9,5.9,12,260
3750,03/06/2020,17.3,9.5,0.0,10.6,16,10
3751,04/06/2020,16.0,9.5,0.3,9.1,16,310
3752,05/06/2020,15.1,5.9,0.8,11.7,20,340
3753,06/06/2020,13.1,5.1,0.4,13.3,19,320
3754,07/06/2020,13.9,9.3,0.0,9.2,15,330
3755,08/06/2020,15.0,8.9,0.0,5.0,9,240
3756,09/06/2020,14.5,7.7,0.1,4.7,10,220
3757,10/06/2020,14.6,8.8,2.5,7.8,17,0
3758,11/06/2020,17.6,9.0,0.6,9.9,16,50
3759,12/06/2020,17.7,10.6,0.1,8.2,13,50
3760,13/06/2020,16.8,12.1,0.1,5.6,9,60
3761,14/06/2020,22.2,11.4,1.8,5.3,10,60
3762,15/06/2020,24.3,10.5,2.0,3.6,9,30
3763,16/06/2020,15.9,11.1,0.0,5.4,9,340
3764,17/06/2020,17.8,11.4,0.4,6.4,9,330
3765,18/06/2020,20.8,10.1,0.0,4.8,10,260
3766,19/06/2020,17.4,9.2,2.9,6.2,12,270
3767,20/06/2020,17.3,6.3,5.9,11.3,22,140
3768,21/06/2020,15.9,10.3,1.5,11.2,19,240
3769,22/06/2020,20.5,11.2,9.9,9.8,19,180
3770,23/06/2020,17.0,11.9,15.0,4.1,10,140
3771,24/06/2020,20.0,11.7,5.3,3.8,9,300
3772,25/06/2020,23.2,11.2,0.0,3.3,8,220
3773,26/06/2020,16.3,12.3,2.0,5.0,10,90
3774,27/06/2020,14.3,11.3,8.6,8.7,16,290
3775,28/06/2020,15.1,10.8,5.7,13.8,19,240
3776,29/06/2020,12.9,11.1,0.2,10.2,16,250
3777,30/06/2020,17.9,10.5,0.9,4.1,7,250
3778,01/07/2020,17.4,11.5,3.6,4.7,9,320
3779,02/07/2020,16.4,9.3,1.2,6.9,12,200
3780,03/07/2020,15.6,10.9,20.6,11.1,17,210
3781,04/07/2020,16.8,12.6,6.9,10.7,20,220
3782,05/07/2020,15.2,11.0,2.1,13.0,21,240
3783,06/07/2020,16.6,9.3,0.1,6.8,11,240
3784,07/07/2020,15.3,10.0,14.5,6.4,13,240
3785,08/07/2020,14.8,11.1,14.0,6.3,11,60
3786,09/07/2020,18.4,8.3,0.1,8.2,14,330
3787,10/07/2020,18.1,6.3,0.2,7.2,14,310
3788,11/07/2020,18.2,5.5,0.0,2.9,6,220
3789,12/07/2020,16.2,9.2,10.2,5.6,10,200
3790,13/07/2020,16.1,11.1,3.4,6.7,11,230
3791,14/07/2020,14.9,10.4,2.3,6.0,11,240
3792,15/07/2020,20.9,11.9,0.0,7.0,12,270
3793,16/07/2020,18.7,13.9,0.5,8.3,13,210
3794,17/07/2020,16.1,14.1,16.8,10.8,14,220
3795,18/07/2020,18.0,7.4,0.4,5.1,10,320
3796,19/07/2020,18.8,4.5,0.0,4.4,10,320
3797,20/07/2020,18.7,4.0,0.0,3.4,8,220
3798,21/07/2020,18.8,8.4,0.1,4.5,9,250
3799,22/07/2020,16.7,12.6,8.7,8.4,13,220
3800,23/07/2020,17.4,13.5,2.6,6.5,9,250
3801,24/07/2020,16.8,12.6,12.2,6.7,14,200
3802,25/07/2020,16.9,12.2,3.5,7.2,13,230
3803,26/07/2020,17.6,12.1,4.4,6.8,12,250
3804,27/07/2020,17.7,10.3,10.7,9.0,18,300
3805,28/07/2020,17.4,9.8,0.5,7.0,12,290
3806,29/07/2020,15.4,11.2,16.4,5.2,10,140
3807,30/07/2020,19.0,15.3,8.1,8.4,15,140
3808,31/07/2020,19.6,12.5,10.2,6.8,14,150
3809,01/08/2020,17.6,11.4,4.6,5.8,11,230
3810,02/08/2020,16.6,10.7,0.3,5.6,12,220
3811,03/08/2020,17.2,10.2,2.6,5.0,10,230
3812,04/08/2020,21.0,11.9,4.9,12.7,23,210
3813,05/08/2020,18.4,14.2,17.6,5.8,11,230
3814,06/08/2020,21.7,12.0,0.1,6.1,12,150
3815,07/08/2020,19.1,9.2,1.0,5.7,11,230
3816,08/08/2020,23.0,7.1,0.0,2.6,6,290
3817,09/08/2020,24.0,8.8,0.0,2.8,7,330
3818,10/08/2020,20.9,10.3,0.9,3.0,9,70
3819,11/08/2020,24.6,13.5,0.1,2.4,5,220
3820,12/08/2020,24.9,11.8,0.0,4.1,9,340
3821,13/08/2020,24.2,13.8,7.3,5.3,10,320
3822,14/08/2020,21.3,16.3,2.5,5.1,9,60
3823,15/08/2020,23.0,14.7,0.0,5.0,8,80
3824,16/08/2020,19.8,14.6,0.0,6.5,10,60
3825,17/08/2020,18.9,15.5,2.4,3.6,6,90
3826,18/08/2020,20.7,13.9,7.7,5.1,10,260
3827,19/08/2020,18.1,12.8,3.0,8.9,25,90
3828,20/08/2020,19.7,13.0,11.4,12.4,36,220
3829,21/08/2020,17.3,13.6,5.0,11.9,21,210
3830,22/08/2020,19.2,13.9,4.4,10.5,18,220
3831,23/08/2020,17.0,12.3,0.7,7.4,14,230
3832,24/08/2020,18.7,9.5,10.8,4.6,16,80
3833,25/08/2020,17.4,12.3,19.6,11.4,21,90
3834,26/08/2020,17.9,11.9,0.0,6.2,13,240
3835,27/08/2020,16.1,11.6,2.6,5.2,9,350
3836,28/08/2020,17.9,8.9,0.2,9.9,15,350
3837,29/08/2020,15.8,6.2,0.1,7.6,15,350
3838,30/08/2020,17.7,5.1,0.0,2.3,6,0
3839,31/08/2020,18.7,5.2,0.0,5.9,10,170
3840,01/09/2020,19.5,13.9,0.9,6.1,11,190
3841,02/09/2020,18.2,13.4,25.7,10.0,15,210
3842,03/09/2020,17.1,11.5,1.0,9.4,16,230
3843,04/09/2020,16.7,11.0,1.9,7.5,14,300
3844,05/09/2020,16.0,9.1,1.1,6.3,12,270
3845,06/09/2020,19.2,11.9,0.1,5.4,11,290
3846,07/09/2020,16.5,13.3,13.5,10.3,16,220
3847,08/09/2020,17.2,14.5,11.4,9.2,14,220
3848,09/09/2020,18.2,9.1,0.0,5.3,12,310
3849,10/09/2020,14.7,10.8,0.8,5.7,14,220
3850,11/09/2020,15.4,10.9,2.4,9.4,16,220
3851,12/09/2020,16.9,10.9,0.9,11.2,21,220
3852,13/09/2020,19.5,14.5,0.1,11.0,19,210
3853,14/09/2020,18.0,13.8,1.8,5.1,11,80
3854,15/09/2020,22.4,11.5,10.8,3.2,9,190
3855,16/09/2020,23.5,14.4,0.1,4.2,9,80
3856,17/09/2020,19.2,13.1,0.0,6.0,12,90
3857,18/09/2020,18.8,8.9,0.2,7.4,13,40
3858,19/09/2020,16.5,7.4,0.1,6.5,13,80
3859,20/09/2020,18.7,7.1,0.0,4.8,10,90
3860,21/09/2020,15.4,8.2,0.0,4.5,9,230
3861,22/09/2020,15.7,7.2,3.1,8.4,16,210
3862,23/09/2020,14.1,4.3,0.1,4.3,10,220
3863,24/09/2020,13.6,6.6,1.9,9.5,16,340
3864,25/09/2020,13.8,2.0,0.3,8.9,18,320
3865,26/09/2020,14.3,0.6,0.0,4.1,9,0
3866,27/09/2020,14.9,0.0,0.0,3.2,8,200
3867,28/09/2020,16.9,3.9,2.1,5.6,13,280
3868,29/09/2020,15.2,3.6,2.9,7.0,16,150
3869,30/09/2020,13.1,2.3,7.1,6.2,15,310
3870,01/10/2020,11.6,2.4,2.0,3.8,9,340
3871,02/10/2020,13.9,1.9,0.2,8.1,15,320
3872,03/10/2020,14.6,4.5,0.0,5.5,10,310
3873,04/10/2020,11.8,4.8,3.3,14.9,22,300
3874,05/10/2020,13.6,10.9,1.8,8.8,16,300
3875,06/10/2020,13.8,8.8,4.0,9.0,17,290
3876,07/10/2020,12.7,5.3,14.4,4.3,10,340
3877,08/10/2020,13.9,6.5,1.1,8.0,15,220
3878,09/10/2020,12.8,5.7,2.2,5.6,17,280
3879,10/10/2020,13.0,5.1,0.4,6.9,13,300
3880,11/10/2020,14.6,6.0,4.9,2.7,6,300
3881,12/10/2020,13.6,7.9,2.3,9.0,17,320
3882,13/10/2020,12.5,6.8,0.7,7.4,12,320
3883,14/10/2020,14.4,5.4,0.0,6.1,11,60
3884,15/10/2020,14.8,3.7,0.2,5.4,9,110
3885,16/10/2020,12.9,4.1,0.0,6.5,12,120
3886,17/10/2020,13.2,4.2,0.2,7.2,15,70
3887,18/10/2020,14.7,5.9,0.2,5.6,10,170
3888,19/10/2020,13.5,11.1,24.5,9.0,14,100
3889,20/10/2020,13.6,10.9,8.3,10.9,19,140
3890,21/10/2020,12.3,5.6,1.4,9.7,18,310
3891,22/10/2020,12.4,3.9,0.5,6.1,10,230
3892,23/10/2020,12.0,5.2,4.0,8.3,18,170
3893,24/10/2020,11.8,6.9,9.2,11.5,20,220
3894,25/10/2020,11.4,6.4,7.4,11.0,18,200
3895,26/10/2020,13.1,6.9,0.7,7.1,15,280
3896,27/10/2020,12.1,6.3,5.6,9.7,17,200
3897,28/10/2020,9.9,5.5,18.7,8.8,18,210
3898,29/10/2020,14.7,8.3,36.2,14.3,23,220
3899,30/10/2020,12.1,7.1,0.1,6.1,15,100
3900,31/10/2020,15.8,8.0,13.5,14.7,24,240
3901,01/11/2020,10.8,6.1,12.8,10.3,20,190
3902,02/11/2020,9.5,5.4,14.9,8.5,20,260
3903,03/11/2020,10.7,0.3,1.1,6.1,13,310
3904,04/11/2020,10.1,-1.6,0.0,1.9,5,280
3905,05/11/2020,10.9,2.8,0.0,2.8,5,180
3906,06/11/2020,10.8,4.4,0.0,5.6,12,90
3907,07/11/2020,11.0,6.5,6.0,6.4,10,70
3908,08/11/2020,14.9,10.6,1.0,6.9,10,110
3909,09/11/2020,15.5,9.5,0.1,5.5,10,110
3910,10/11/2020,12.5,9.0,3.3,6.7,13,140
3911,11/11/2020,13.7,6.4,21.0,8.9,14,160
3912,12/11/2020,12.6,5.9,10.5,8.7,14,190
3913,13/11/2020,9.1,5.8,6.2,8.0,13,190
3914,14/11/2020,13.3,8.0,7.7,10.9,22,230
3915,15/11/2020,10.8,6.6,2.6,9.6,15,260
3916,16/11/2020,13.3,7.9,9.4,11.4,21,220
3917,17/11/2020,14.9,12.6,0.9,11.2,17,220
3918,18/11/2020,14.2,7.0,9.2,13.6,24,220
3919,19/11/2020,8.6,3.0,2.1,6.6,17,290
3920,20/11/2020,12.4,7.9,6.5,13.3,19,220
3921,21/11/2020,11.6,4.9,2.5,8.6,19,210
3922,22/11/2020,10.1,0.4,0.3,3.6,9,240
3923,23/11/2020,11.3,2.4,12.2,9.9,17,190
3924,24/11/2020,12.0,3.1,16.4,7.4,16,310
3925,25/11/2020,10.0,-0.1,0.1,3.3,8,280
3926,26/11/2020,8.1,-1.0,0.1,2.0,6,180
3927,27/11/2020,7.1,0.0,0.0,2.9,5,90
3928,28/11/2020,8.5,0.4,0.1,5.6,9,60
3929,29/11/2020,8.8,6.2,0.1,2.8,5,220
3930,30/11/2020,10.9,7.0,1.0,6.1,12,230
3931,01/12/2020,10.3,8.2,0.5,4.8,9,260
3932,02/12/2020,9.4,5.1,1.8,7.8,15,250
3933,03/12/2020,6.0,-1.4,5.0,4.9,12,260
3934,04/12/2020,7.2,-0.3,2.2,14.5,22,340
3935,05/12/2020,7.5,1.4,5.4,11.1,21,320
3936,06/12/2020,7.4,1.0,0.0,3.4,9,80
3937,07/12/2020,2.1,-1.8,0.0,3.9,9,70
3938,08/12/2020,8.3,-1.8,0.0,5.5,11,300
3939,09/12/2020,8.4,0.3,17.7,5.9,12,150
3940,10/12/2020,10.7,1.9,6.2,6.3,14,230
3941,11/12/2020,10.1,4.0,6.2,5.2,10,280
3942,12/12/2020,9.1,2.6,2.8,5.2,15,140
3943,13/12/2020,11.9,6.0,13.8,7.6,13,130
3944,14/12/2020,9.1,5.9,0.7,9.3,13,190
3945,15/12/2020,8.4,4.3,1.2,7.2,12,190
3946,16/12/2020,10.2,4.9,10.1,10.2,21,180
3947,17/12/2020,11.6,4.8,3.7,7.7,13,170
3948,18/12/2020,12.0,7.1,2.2,8.9,18,130
3949,19/12/2020,8.1,4.9,6.6,8.8,15,200
3950,20/12/2020,8.2,3.1,5.9,7.1,13,220
3951,21/12/2020,7.3,-1.2,10.0,5.2,12,350
3952,22/12/2020,4.7,-2.1,7.3,3.4,11,30
3953,23/12/2020,7.1,2.0,0.8,10.0,16,350
3954,24/12/2020,6.3,0.2,0.0,5.3,11,310
3955,25/12/2020,8.9,0.6,1.5,6.6,14,230
3956,26/12/2020,8.9,5.3,19.9,16.3,28,220
3957,27/12/2020,5.4,1.2,8.0,7.7,16,270
3958,28/12/2020,6.2,3.0,7.1,15.0,24,320
3959,29/12/2020,6.0,0.7,3.9,12.0,24,310
3960,30/12/2020,4.1,-3.4,0.0,2.9,6,310
3961,31/12/2020,5.7,-4.5,1.1,7.0,13,300
3962,01/01/2021,5.8,-3.2,0.0,5.7,11,320
3963,02/01/2021,5.6,-3.8,0.2,4.5,8,320
3964,03/01/2021,4.9,-5.6,0.0,4.3,8,10
3965,04/01/2021,3.7,-1.1,0.0,6.1,9,20
3966,05/01/2021,4.5,-0.9,0.0,6.3,9,0
3967,06/01/2021,3.6,-6.1,0.0,2.4,6,330
3968,07/01/2021,5.7,-1.5,2.8,4.8,13,320
3969,08/01/2021,3.5,-1.9,0.0,5.1,9,330
3970,09/01/2021,3.2,-4.3,1.0,4.0,7,190
3971,10/01/2021,7.4,1.4,0.8,5.8,12,240
3972,11/01/2021,9.6,6.5,14.5,13.0,17,220
3973,12/01/2021,10.0,6.1,14.2,6.3,11,250
3974,13/01/2021,10.9,8.7,16.0,9.1,14,230
3975,14/01/2021,9.7,1.0,0.1,4.8,11,290
3976,15/01/2021,10.1,-0.5,10.4,7.8,16,140
3977,16/01/2021,9.7,3.7,1.4,8.4,15,250
3978,17/01/2021,7.9,1.6,0.9,4.7,10,230
3979,18/01/2021,8.6,3.9,10.6,4.4,9,200
3980,19/01/2021,10.7,5.7,38.6,9.4,17,220
3981,20/01/2021,5.9,0.6,0.9,4.7,9,300
3982,21/01/2021,7.1,-2.2,0.1,4.5,10,300
3983,22/01/2021,6.1,-2.7,0.3,3.9,14,270
3984,23/01/2021,4.5,-5.3,1.7,3.7,11,190
3985,24/01/2021,2.6,-6.0,5.7,3.6,9,320
3986,25/01/2021,4.4,-6.4,0.0,3.8,7,200
3987,26/01/2021,10.0,4.0,7.5,6.9,12,220
3988,27/01/2021,10.9,8.2,8.3,3.6,10,190
3989,28/01/2021,11.4,8.2,9.0,9.9,17,230
3990,29/01/2021,11.3,5.7,1.8,6.7,16,80
3991,30/01/2021,7.0,3.9,12.1,14.0,19,70
3992,31/01/2021,6.2,2.9,8.4,10.2,16,90
